DB,DB_Object_ID,DB_Object_Symbol,Qualifier,GO_ID,Reference,Evidence_Code,With_Or_From,Aspect,DB_Object_Name,DB_Object_Synonym,DB_Object_Type,Taxon,Date,Assigned_By,Annotation_Extension,Gene_Product_Form_ID
UniProtKB,P01106,MYC,involved_in,GO:0000122,PMID:10412034,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20161014,ComplexPortal,,
UniProtKB,P01106,MYC,involved_in,GO:0000122,PMID:18393360,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170712,ComplexPortal,,
UniProtKB,P01106,MYC,involved_in,GO:0000122,PMID:19160485,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170125,CAFA,,
UniProtKB,P01106,MYC,involved_in,GO:0000122,PMID:19786833,IMP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20180803,BHF-UCL,has_input(UniProtKB:P24385),
UniProtKB,P01106,MYC,involved_in,GO:0000122,PMID:9924025,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,has_input(UniProtKB:P02794),
UniProtKB,P01106,MYC,involved_in,GO:0000165,PMID:17873522,IMP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0001658,GO_REF:0000024,ISS,UniProtKB:P01108,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20091117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0002053,GO_REF:0000024,ISS,UniProtKB:P01108,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20091117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0006112,PMID:9924025,NAS,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0006338,PMID:21533051,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0006879,PMID:9924025,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0006974,PMID:17873522,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0008284,PMID:19160485,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170125,CAFA,,
UniProtKB,P01106,MYC,involved_in,GO:0009410,PMID:18291362,IEP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20100506,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0010332,PMID:19179467,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111118,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0010564,PMID:8782822,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20161014,ComplexPortal,,
UniProtKB,P01106,MYC,involved_in,GO:0010628,PMID:15459207,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20160721,CAFA,"occurs_in(CL:0010021),has_input(UniProtKB:P04764),happens_during(GO:0071456)",
UniProtKB,P01106,MYC,involved_in,GO:0010628,PMID:15459207,IGI,UniProtKB:Q01986,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20160721,CAFA,"occurs_in(CL:0010021),has_input(UniProtKB:P04764),happens_during(GO:0071456)",
UniProtKB,P01106,MYC,involved_in,GO:0015671,PMID:9924025,NAS,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0032204,PMID:17765874,IMP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20081208,BHF-UCL,,
UniProtKB,P01106,MYC,involved_in,GO:0032873,GO_REF:0000024,ISS,UniProtKB:Q28350,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111118,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0032986,PMID:19160485,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170125,CAFA,,
UniProtKB,P01106,MYC,involved_in,GO:0034644,PMID:17873522,IEP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0043066,GO_REF:0000024,ISS,UniProtKB:Q28350,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111118,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0043280,PMID:19179467,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111118,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0044346,PMID:10962037,TAS,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0045656,PMID:9924025,IMP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0045893,GO_REF:0000024,ISS,UniProtKB:P01108,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20161128,BHF-UCL,has_input(UniProtKB:O14746),
UniProtKB,P01106,MYC,involved_in,GO:0045893,PMID:10962037,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,has_input(UniProtKB:P04637),
UniProtKB,P01106,MYC,involved_in,GO:0045893,PMID:17558397,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20100607,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0045893,PMID:18818310,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20100329,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0045893,PMID:8425218,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20150629,ComplexPortal,,
UniProtKB,P01106,MYC,involved_in,GO:0045944,PMID:10723141,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20140327,NTNU_SB,has_input(NCBI_Gene:7015),
UniProtKB,P01106,MYC,involved_in,GO:0045944,PMID:9924025,IMP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,has_input(UniProtKB:P48200),
UniProtKB,P01106,MYC,involved_in,GO:0048146,PMID:15674325,IMP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0048146,PMID:18987311,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0048146,PMID:9924025,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0048147,PMID:10962037,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0050679,PMID:18987311,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0051276,PMID:10962037,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0051782,PMID:10962037,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,occurs_in(CL:0002620),
UniProtKB,P01106,MYC,involved_in,GO:0051973,GO_REF:0000024,ISS,UniProtKB:P01108,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20161012,BHF-UCL,has_input(UniProtKB:O14746),
UniProtKB,P01106,MYC,involved_in,GO:0070371,PMID:15459207,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20160721,CAFA,occurs_in(CL:0010021),
UniProtKB,P01106,MYC,involved_in,GO:0070848,PMID:18987311,TAS,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:0071456,PMID:15459207,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20160721,CAFA,"occurs_in(CL:0010021),happens_during(GO:0070371)",
UniProtKB,P01106,MYC,involved_in,GO:0071466,PMID:17873522,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,has_input(CHEBI:28748),
UniProtKB,P01106,MYC,involved_in,GO:0071466,PMID:19179467,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111118,UniProt,has_input(CHEBI:50131),
UniProtKB,P01106,MYC,involved_in,GO:0090096,GO_REF:0000024,ISS,UniProtKB:P01108,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20091117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:1902255,PMID:10962037,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20210803,UniProt,negatively_regulates(GO:0044839),
UniProtKB,P01106,MYC,involved_in,GO:1902895,PMID:27791094,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20210619,ARUK-UCL,"occurs_in(CL:0000351),has_input(RNAcentral:URS00000A68B2_9606),occurs_in(UBERON:0000319)",
UniProtKB,P01106,MYC,involved_in,GO:1904672,GO_REF:0000024,ISS,UniProtKB:P01108,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20190724,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:1905643,PMID:19786833,IMP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20180803,BHF-UCL,"part_of(GO:0000122),has_input(UniProtKB:P24385),occurs_at(SO:0005836)",
UniProtKB,P01106,MYC,involved_in,GO:2000573,PMID:9924025,IMP,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111117,UniProt,,
UniProtKB,P01106,MYC,involved_in,GO:2001022,PMID:19179467,IDA,,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20160202,UniProt,,
UniProtKB,P01106,MYC,located_in,GO:0000785,PMID:12837246,IMP,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20210108,BHF-UCL,coincident_with(SO:0000167),
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:11793365,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20100827,UniProt,,
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:15358760,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111213,BHF-UCL,,
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:15994933,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20051223,MGI,,
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:18393360,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170712,ComplexPortal,,
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:8782822,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20161014,ComplexPortal,,
UniProtKB,P01106,MYC,located_in,GO:0005654,GO_REF:0000052,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20151016,HPA,,
UniProtKB,P01106,MYC,located_in,GO:0005654,PMID:17558397,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20100607,UniProt,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-1484099,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-1980067,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-2220985,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-4411357,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-5687083,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-5687113,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-5696914,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20160519,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-6790036,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-8865265,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-8865280,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-8932400,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011975,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011981,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011983,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011984,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011985,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9725332,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005730,PMID:17558397,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20100607,UniProt,,
UniProtKB,P01106,MYC,located_in,GO:0005730,PMID:25775507,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20180223,UniProt,,
UniProtKB,P01106,MYC,part_of,GO:0071943,PMID:12553908,IPI,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20150629,ComplexPortal,,
UniProtKB,P01106,MYC,part_of,GO:0090571,PMID:15992821,IPI,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20161014,ComplexPortal,,
UniProtKB,P01106,MYC,part_of,GO:0090571,PMID:18393360,IPI,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170712,ComplexPortal,,
UniProtKB,P01106,MYC,located_in,GO:0000785,GO_REF:0000113,ISA,tfclass:1.2.6,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20190405,NTNU_SB,,
UniProtKB,P01106,MYC,part_of,GO:0032991,PMID:17873522,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,part_of,GO:0032991,PMID:19160485,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170125,CAFA,,
UniProtKB,P01106,MYC,enables,GO:0000978,PMID:21873635,IBA,PANTHER:PTN001691821|UniProtKB:F1PW15|MGI:MGI:97250|UniProtKB:P04198|UniProtKB:P01106,F,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20190209,GO_Central,,
UniProtKB,P01106,MYC,involved_in,GO:0008284,PMID:21873635,IBA,PANTHER:PTN002912196|UniProtKB:F1PW15|MGI:MGI:97250|RGD:3130|UniProtKB:P01106,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20190209,GO_Central,,
UniProtKB,P01106,MYC,enables,GO:0000981,PMID:21873635,IBA,PANTHER:PTN001691821|ZFIN:ZDB-GENE-040426-780|UniProtKB:P01106|UniProtKB:P04198,F,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20210601,GO_Central,,
UniProtKB,P01106,MYC,involved_in,GO:0006357,PMID:21873635,IBA,PANTHER:PTN001691821|ZFIN:ZDB-GENE-040426-780|MGI:MGI:97250|MGI:MGI:97357|FB:FBgn0262656|UniProtKB:P04198|UniProtKB:P01106|RGD:3130,P,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20220417,GO_Central,,
UniProtKB,Q9H6I2,SOX17,enables,GO:0000976,GO_REF:0000024,ISS,UniProtKB:P40646,F,Transcription factor SOX-17,SOX17,protein,taxon:9606,20110606,UniProt,,
UniProtKB,Q9H6I2,SOX17,enables,GO:0000976,GO_REF:0000024,ISS,UniProtKB:Q61473,F,Transcription factor SOX-17,SOX17,protein,taxon:9606,20110606,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,enables,GO:0000981,GO_REF:0000024,ISS,UniProtKB:Q61473,F,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100317,BHF-UCL,occurs_at(SO:0000165),
UniProtKB,Q9H6I2,SOX17,enables,GO:0000981,GO_REF:0000113,ISA,tfclass:4.1.1,F,Transcription factor SOX-17,SOX17,protein,taxon:9606,20190405,NTNU_SB,,
UniProtKB,Q9H6I2,SOX17,enables,GO:0005515,PMID:17875931,IPI,UniProtKB:P35222,F,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220423,IntAct,,
UniProtKB,Q9H6I2,SOX17,enables,GO:0008013,PMID:17875931,IPI,UniProtKB:P35222,F,Transcription factor SOX-17,SOX17,protein,taxon:9606,20080915,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,enables,GO:0061629,PMID:17875931,IPI,UniProtKB:Q9NQB0,F,Transcription factor SOX-17,SOX17,protein,taxon:9606,20210910,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,enables,GO:0061629,PMID:19736317,IPI,UniProtKB:Q01860-1,F,Transcription factor SOX-17,SOX17,protein,taxon:9606,20210910,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0001525,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100317,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0001570,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100317,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0001656,PMID:20960469,IMP,,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20190614,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0001706,PMID:18682240,IDA,,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20091021,UniProt,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0001714,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20201028,BHF-UCL,part_of(GO:0003142)|part_of(GO:0003143)|part_of(GO:0048617)|part_of(GO:0061031),
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0001828,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0001947,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100317,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0001947,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20101215,UniProt,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0003142,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20110712,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0003143,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20110712,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0003151,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100317,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0003308,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0006355,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20101215,UniProt,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0006357,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20201028,BHF-UCL,"part_of(GO:0003142),part_of(GO:0001714)|part_of(GO:0003143),part_of(GO:0001714)|part_of(GO:0048617),part_of(GO:0001714)|part_of(GO:0061031),part_of(GO:0001714)",
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0007283,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0007493,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0010467,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0010628,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0016055,GO_REF:0000043,IEA,UniProtKB-KW:KW-0879,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,UniProt,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0021903,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0023019,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0030308,PMID:18413743,IMP,,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100323,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0031648,PMID:17875931,IMP,,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20080915,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0035050,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100317,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0042074,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0045732,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0045893,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100317,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0045944,PMID:22292085,IDA,,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20121119,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0045995,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20101215,UniProt,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0048617,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20110712,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0048866,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0050821,PMID:17875931,IMP,,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20080915,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0060214,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100317,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0060913,PMID:19736317,IMP,,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100727,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0060914,PMID:19736317,TAS,,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100324,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0060956,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20100317,BHF-UCL,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0061009,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0061010,GO_REF:0000107,IEA,UniProtKB:Q61473|ensembl:ENSMUSP00000027035,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,Q9H6I2,SOX17,involved_in,GO:0061031,GO_REF:0000024,ISS,UniProtKB:Q61473,P,Transcription factor SOX-17,SOX17,protein,taxon:9606,20110712,BHF-UCL,,
