# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,Cadmium Chloride promotes the reaction [ESR1 protein binds to MYC promoter],affects^binding|increases^reaction,20219890
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,Cadmium Chloride promotes the reaction [JUN protein binds to MYC promoter],affects^binding|increases^reaction,20219890
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,Cadmium Chloride results in decreased expression of MYC mRNA,decreases^expression,1626475
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,Cadmium Chloride results in increased expression of MYC mRNA,increases^expression,20219890|26525392|32512071
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,Cadmium Chloride results in increased expression of MYC protein,increases^expression,20219890
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,ESR1 mutant form inhibits the reaction [Cadmium Chloride results in increased expression of MYC mRNA],decreases^reaction|increases^expression,20219890
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,[Fluorouracil co-treated with Cadmium Chloride] affects the expression of MYC mRNA,affects^cotreatment|affects^expression,23941782
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,Fulvestrant inhibits the reaction [Cadmium Chloride results in increased expression of MYC mRNA],decreases^reaction|increases^expression,20219890
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,Fulvestrant inhibits the reaction [Cadmium Chloride results in increased expression of MYC protein],decreases^reaction|increases^expression,20219890
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,JUN mutant form inhibits the reaction [Cadmium Chloride results in increased expression of MYC mRNA],decreases^reaction|increases^expression,20219890
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,JUN mutant form inhibits the reaction [Cadmium Chloride results in increased expression of MYC protein],decreases^reaction|increases^expression,20219890
myc,Cadmium Chloride,D019256,10108-64-2,MYC,4609,Homo sapiens,9606.0,MYC protein promotes the reaction [Cadmium Chloride results in increased expression of MIR92A2 mRNA],increases^expression|increases^reaction,33865896
myc,cadmium sulfate,C037123,10124-36-4,MYC,4609,Homo sapiens,9606.0,cadmium sulfate results in decreased expression of MYC mRNA,decreases^expression,21783983
myc,calcein AM,C085925,148504-34-1,MYC,4609,Homo sapiens,9606.0,[MYC protein results in increased expression of ABCC1 protein] which results in increased export of calcein AM,increases^export|increases^expression,19239227
myc,calcein AM,C085925,148504-34-1,MYC,4609,Homo sapiens,9606.0,[MYC protein results in increased expression of ABCC2 protein] which results in increased export of calcein AM,increases^export|increases^expression,19239227
myc,Calcitriol,D002117,32222-06-3,MYC,4609,Homo sapiens,9606.0,Calcitriol results in decreased expression of MYC,decreases^expression,16051482
myc,Calcitriol,D002117,32222-06-3,MYC,4609,Homo sapiens,9606.0,Calcitriol results in decreased expression of MYC mRNA,decreases^expression,12414619|12875902|21592394|3093070|8243807
myc,Calcitriol,D002117,32222-06-3,MYC,4609,Homo sapiens,9606.0,[Testosterone co-treated with Calcitriol] results in decreased expression of MYC mRNA,affects^cotreatment|decreases^expression,21592394
myc,Camptothecin,D002166,7689-03-4,MYC,4609,Homo sapiens,9606.0,Camptothecin affects the localization of MYC protein,affects^localization,30266318
myc,Camptothecin,D002166,7689-03-4,MYC,4609,Homo sapiens,9606.0,Camptothecin results in increased expression of and results in increased activity of MYC protein,increases^activity|increases^expression,30266318|30851366
myc,Camptothecin,D002166,7689-03-4,MYC,4609,Homo sapiens,9606.0,Camptothecin results in increased expression of MYC mRNA,increases^expression,30266318|30851366
myc,Camptothecin,D002166,7689-03-4,MYC,4609,Homo sapiens,9606.0,MYC protein affects the reaction [Camptothecin results in increased expression of ATF4 protein],affects^reaction|increases^expression,30266318
myc,Camptothecin,D002166,7689-03-4,MYC,4609,Homo sapiens,9606.0,MYC protein affects the reaction [Camptothecin results in increased expression of DDIT3 protein],affects^reaction|increases^expression,30266318
myc,Camptothecin,D002166,7689-03-4,MYC,4609,Homo sapiens,9606.0,MYC protein affects the reaction [Camptothecin results in increased phosphorylation of EIF2AK3 protein],affects^reaction|increases^phosphorylation,30266318
myc,Camptothecin,D002166,7689-03-4,MYC,4609,Homo sapiens,9606.0,MYC protein affects the reaction [Camptothecin results in increased phosphorylation of EIF2S1 protein],affects^reaction|increases^phosphorylation,30266318
myc,Camptothecin,D002166,7689-03-4,MYC,4609,Homo sapiens,9606.0,TERT protein affects the reaction [Camptothecin results in increased expression of MYC protein],affects^reaction|increases^expression,30851366
myc,candoxin,C459604,,MYC,4609,Homo sapiens,9606.0,candoxin results in decreased expression of MYC mRNA,decreases^expression,16309724
myc,Cannabidiol,D002185,13956-29-1,MYC,4609,Homo sapiens,9606.0,[Cannabidiol co-treated with moringin] results in increased expression of MYC mRNA,affects^cotreatment|increases^expression,30096889
myc,Capsaicin,D002211,404-86-4,MYC,4609,Homo sapiens,9606.0,Capsaicin results in increased expression of MYC mRNA,increases^expression,19502594|9461043
myc,captax,C005563,149-30-4,MYC,4609,Homo sapiens,9606.0,captax results in increased expression of MYC mRNA,increases^expression,24211530
myc,Carbamazepine,D002220,298-46-4,MYC,4609,Homo sapiens,9606.0,Carbamazepine affects the expression of MYC mRNA,affects^expression,24752500|25979313
myc,Carbofuran,D002235,1563-66-2,MYC,4609,Homo sapiens,9606.0,Carbofuran results in decreased stability of and results in increased degradation of and results in increased mutagenesis of MYC gene,decreases^stability|increases^degradation|increases^mutagenesis,22445671
myc,Carboplatin,D016190,41575-94-4,MYC,4609,Homo sapiens,9606.0,MYC protein results in increased susceptibility to Carboplatin,increases^response to substance,21324178
myc,catechol,C034221,120-80-9,MYC,4609,Homo sapiens,9606.0,catechol inhibits the reaction [Tetradecanoylphorbol Acetate results in increased expression of MYC protein],decreases^reaction|increases^expression,12749906
myc,celastrol,C050414,,MYC,4609,Homo sapiens,9606.0,celastrol results in decreased expression of MYC mRNA,decreases^expression,31715269
myc,celastrol,C050414,,MYC,4609,Homo sapiens,9606.0,celastrol results in decreased expression of MYC protein,decreases^expression,26474287|31715269
myc,Celecoxib,D000068579,,MYC,4609,Homo sapiens,9606.0,Celecoxib analog results in decreased expression of MYC protein,decreases^expression,19682443
myc,Celecoxib,D000068579,,MYC,4609,Homo sapiens,9606.0,Celecoxib results in decreased expression of MYC protein,decreases^expression,19682443
myc,Cellfood,C532683,,MYC,4609,Homo sapiens,9606.0,Cellfood results in decreased expression of MYC protein,decreases^expression,24598211
myc,CGP049090,C538948,,MYC,4609,Homo sapiens,9606.0,CGP049090 results in decreased expression of MYC protein,decreases^expression,14749129|19067737
myc,CGP 52608,C092451,87958-67-6,MYC,4609,Homo sapiens,9606.0,CGP 52608 promotes the reaction [RORA protein binds to MYC gene],affects^binding|increases^reaction,28238834
myc,Chalcone,D002599,94-41-7,MYC,4609,Homo sapiens,9606.0,Chalcone promotes the reaction [MYC protein results in increased abundance of Reactive Oxygen Species],increases^abundance|increases^reaction,20620131
myc,Chalcone,D002599,94-41-7,MYC,4609,Homo sapiens,9606.0,MYC protein affects the susceptibility to Chalcone,affects^response to substance,20620131
myc,Chalcone,D002599,94-41-7,MYC,4609,Homo sapiens,9606.0,MYC protein affects the susceptibility to [Chalcone results in increased cleavage of CASP3 protein],affects^response to substance|increases^cleavage,20620131
myc,Chalcone,D002599,94-41-7,MYC,4609,Homo sapiens,9606.0,MYC protein affects the susceptibility to [Chalcone results in increased cleavage of CASP8 protein],affects^response to substance|increases^cleavage,20620131
myc,Chalcone,D002599,94-41-7,MYC,4609,Homo sapiens,9606.0,MYC protein affects the susceptibility to [Chalcone results in increased cleavage of CASP9 protein],affects^response to substance|increases^cleavage,20620131
myc,Chalcone,D002599,94-41-7,MYC,4609,Homo sapiens,9606.0,MYC protein affects the susceptibility to [Chalcone results in increased cleavage of PARP1 protein],affects^response to substance|increases^cleavage,20620131
myc,Chelating Agents,D002614,,MYC,4609,Homo sapiens,9606.0,[Chelating Agents binds to Copper] which results in increased expression of MYC mRNA,affects^binding|increases^expression,30911355
myc,chelerythrine,C016299,34316-15-9,MYC,4609,Homo sapiens,9606.0,chelerythrine inhibits the reaction [Resveratrol affects the expression of MYC protein],affects^expression|decreases^reaction,31151226
myc,Chir 99021,C473711,,MYC,4609,Homo sapiens,9606.0,Chir 99021 results in increased expression of MYC protein,increases^expression,25897075
myc,Chlorambucil,D002699,305-03-3,MYC,4609,Homo sapiens,9606.0,Chlorambucil affects the expression of MYC mRNA,affects^expression,8822937
myc,Chlorambucil,D002699,305-03-3,MYC,4609,Homo sapiens,9606.0,Chlorambucil results in increased expression of MYC protein,increases^expression,8822937
myc,Chlorambucil,D002699,305-03-3,MYC,4609,Homo sapiens,9606.0,IL4 protein inhibits the reaction [[Theophylline co-treated with Chlorambucil] results in increased expression of MYC protein],affects^cotreatment|decreases^reaction|increases^expression,8822937
myc,Chlorambucil,D002699,305-03-3,MYC,4609,Homo sapiens,9606.0,[Theophylline co-treated with Chlorambucil] results in increased expression of MYC protein,affects^cotreatment|increases^expression,8822937
myc,chloropicrin,C100187,76-06-2,MYC,4609,Homo sapiens,9606.0,chloropicrin results in decreased expression of MYC mRNA,decreases^expression,26352163|28476498
myc,chloropicrin,C100187,76-06-2,MYC,4609,Homo sapiens,9606.0,chloropicrin results in increased expression of MYC mRNA,increases^expression,24211530
myc,Chlorpromazine,D002746,50-53-3,MYC,4609,Homo sapiens,9606.0,Chlorpromazine results in decreased expression of MYC mRNA,decreases^expression,30703373
myc,Chlorpyrifos,D004390,2921-88-2,MYC,4609,Homo sapiens,9606.0,Chlorpyrifos affects the expression of MYC protein,affects^expression,33930485
myc,chromium hexavalent ion,C074702,18540-29-9,MYC,4609,Homo sapiens,9606.0,chromium hexavalent ion promotes the reaction [[CTNNB1 protein co-treated with TCF4 protein] binds to MYC promoter],affects^binding|affects^cotreatment|increases^reaction,27323401
myc,chromium hexavalent ion,C074702,18540-29-9,MYC,4609,Homo sapiens,9606.0,[chromium hexavalent ion results in decreased expression of MIR494] which results in increased expression of MYC mRNA,decreases^expression|increases^expression,31504995
myc,chromium hexavalent ion,C074702,18540-29-9,MYC,4609,Homo sapiens,9606.0,chromium hexavalent ion results in increased expression of MYC mRNA,increases^expression,19616015
myc,chromium hexavalent ion,C074702,18540-29-9,MYC,4609,Homo sapiens,9606.0,chromium hexavalent ion results in increased expression of MYC protein,increases^expression,27323401|32525551
myc,chromium hexavalent ion,C074702,18540-29-9,MYC,4609,Homo sapiens,9606.0,MYC results in increased susceptibility to chromium hexavalent ion,increases^response to substance,31504995
myc,ciglitazone,C039671,74772-77-3,MYC,4609,Homo sapiens,9606.0,ciglitazone results in decreased expression of MYC protein,decreases^expression,21080969
myc,ciglitazone,C039671,74772-77-3,MYC,4609,Homo sapiens,9606.0,CREBBP protein inhibits the reaction [ciglitazone results in decreased expression of MYC protein],decreases^expression|decreases^reaction,21080969
myc,ciglitazone,C039671,74772-77-3,MYC,4609,Homo sapiens,9606.0,NCOA1 protein inhibits the reaction [ciglitazone results in decreased expression of MYC protein],decreases^expression|decreases^reaction,21080969
myc,cinnamaldehyde,C012843,,MYC,4609,Homo sapiens,9606.0,cinnamaldehyde results in decreased expression of MYC protein,decreases^expression,21729535
myc,cinnamaldehyde,C012843,,MYC,4609,Homo sapiens,9606.0,cinnamaldehyde results in increased expression of MYC mRNA,increases^expression,24211530
myc,cinobufagin,C002471,470-37-1,MYC,4609,Homo sapiens,9606.0,cinobufagin results in decreased expression of MYC mRNA,decreases^expression,21215801
myc,cinobufagin,C002471,470-37-1,MYC,4609,Homo sapiens,9606.0,cinobufagin results in decreased expression of MYC protein,decreases^expression,21215801
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,Acetylcysteine inhibits the reaction [[Arsenic Trioxide co-treated with Cisplatin] results in decreased expression of MYC protein],affects^cotreatment|decreases^expression|decreases^reaction,29944906
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,[Arsenic Trioxide co-treated with Cisplatin] results in decreased expression of MYC mRNA,affects^cotreatment|decreases^expression,29944906
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,[Arsenic Trioxide co-treated with Cisplatin] results in decreased expression of MYC protein,affects^cotreatment|decreases^expression,29944906
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,[Cisplatin co-treated with jinfukang] results in decreased expression of MYC mRNA,affects^cotreatment|decreases^expression,27392435
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,[Cisplatin co-treated with Paclitaxel] results in decreased expression of MYC mRNA,affects^cotreatment|decreases^expression,20705681
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,Cisplatin promotes the reaction [jinfukang results in decreased expression of MYC mRNA],decreases^expression|increases^reaction,27392435
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,Cisplatin promotes the reaction [MYC protein binds to GCLC promoter],affects^binding|increases^reaction,17628013
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,Cisplatin promotes the reaction [MYC protein binds to GCLM promoter],affects^binding|increases^reaction,17628013
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,Cisplatin results in decreased expression of MYC mRNA,decreases^expression,11099651|23300844|27392435|27594783
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,Cisplatin results in decreased expression of MYC protein,decreases^expression,16797627|16803524|31303961
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,jinfukang promotes the reaction [Cisplatin results in decreased expression of MYC mRNA],decreases^expression|increases^reaction,27392435
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,MYC protein inhibits the reaction [Cisplatin results in increased abundance of Reactive Oxygen Species],decreases^reaction|increases^abundance,17628013
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,MYC protein promotes the reaction [AURKA protein results in decreased susceptibility to Cisplatin],decreases^response to substance|increases^reaction,20890087
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,MYC protein promotes the reaction [Cisplatin results in increased cleavage of CASP9 protein],increases^cleavage|increases^reaction,21324178
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,MYC protein results in decreased susceptibility to Cisplatin,decreases^response to substance,17628013|21447800
myc,Cisplatin,D002945,15663-27-1,MYC,4609,Homo sapiens,9606.0,MYC protein results in increased susceptibility to Cisplatin,increases^response to substance,21324178
myc,Clofarabine,D000077866,123318-82-1,MYC,4609,Homo sapiens,9606.0,[Clofarabine co-treated with fludarabine co-treated with Busulfan] results in decreased expression of MYC protein,affects^cotreatment|decreases^expression,20933509
myc,Clofibrate,D002994,637-07-0,MYC,4609,Homo sapiens,9606.0,Clofibrate results in decreased expression of MYC protein,decreases^expression,21080969
myc,Clofibrate,D002994,637-07-0,MYC,4609,Homo sapiens,9606.0,CREBBP protein inhibits the reaction [Clofibrate results in decreased expression of MYC protein],decreases^expression|decreases^reaction,21080969
myc,Clofibrate,D002994,637-07-0,MYC,4609,Homo sapiens,9606.0,NCOA1 protein inhibits the reaction [Clofibrate results in decreased expression of MYC protein],decreases^expression|decreases^reaction,21080969
myc,Clotrimazole,D003022,23593-75-1,MYC,4609,Homo sapiens,9606.0,Clotrimazole results in decreased expression of MYC protein,decreases^expression,10223459
myc,cobaltous chloride,C018021,7646-79-9,MYC,4609,Homo sapiens,9606.0,cobaltous chloride affects the expression of MYC mRNA,affects^expression,17553155
myc,cobaltous chloride,C018021,7646-79-9,MYC,4609,Homo sapiens,9606.0,cobaltous chloride results in decreased expression of MYC mRNA,decreases^expression,19320972
myc,cobaltous chloride,C018021,7646-79-9,MYC,4609,Homo sapiens,9606.0,cobaltous chloride results in decreased expression of MYC protein,decreases^expression,22245592
myc,Copper,D003300,7440-50-8,MYC,4609,Homo sapiens,9606.0,[Chelating Agents binds to Copper] which results in increased expression of MYC mRNA,affects^binding|increases^expression,30911355
myc,Copper,D003300,7440-50-8,MYC,4609,Homo sapiens,9606.0,[NSC 689534 binds to Copper] which results in decreased expression of MYC mRNA,affects^binding|decreases^expression,20971185
myc,Coumestrol,D003375,479-13-0,MYC,4609,Homo sapiens,9606.0,[Coumestrol co-treated with ESR1 protein] results in increased expression of MYC mRNA,affects^cotreatment|increases^expression,18310284
myc,Coumestrol,D003375,479-13-0,MYC,4609,Homo sapiens,9606.0,ESR2 protein affects the reaction [[Coumestrol co-treated with ESR1 protein] results in increased expression of MYC mRNA],affects^cotreatment|affects^reaction|increases^expression,18310284
myc,CP 31398,C402665,,MYC,4609,Homo sapiens,9606.0,CP 31398 results in increased expression of MYC mRNA,increases^expression,15155752
myc,crocin,C029036,42553-65-1,MYC,4609,Homo sapiens,9606.0,crocin results in decreased expression of MYC mRNA,decreases^expression,32886819
myc,cupric oxide,C030973,1317-38-0,MYC,4609,Homo sapiens,9606.0,cupric oxide results in decreased expression of MYC mRNA,decreases^expression,22077320
myc,Curcumin,D003474,458-37-7,MYC,4609,Homo sapiens,9606.0,Curcumin analog results in decreased expression of MYC protein,decreases^expression,17041101
myc,Curcumin,D003474,458-37-7,MYC,4609,Homo sapiens,9606.0,[Curcumin co-treated with Doxorubicin] affects the expression of MYC mRNA,affects^cotreatment|affects^expression,15911101
myc,Curcumin,D003474,458-37-7,MYC,4609,Homo sapiens,9606.0,Curcumin inhibits the reaction [Paclitaxel results in increased expression of MYC protein],decreases^reaction|increases^expression,16243823
myc,Curcumin,D003474,458-37-7,MYC,4609,Homo sapiens,9606.0,Curcumin inhibits the reaction [TNF protein results in increased expression of MYC mRNA],decreases^reaction|increases^expression,16219905
myc,Curcumin,D003474,458-37-7,MYC,4609,Homo sapiens,9606.0,Curcumin results in decreased expression of MYC mRNA,decreases^expression,15911101
myc,Curcumin,D003474,458-37-7,MYC,4609,Homo sapiens,9606.0,Curcumin results in decreased expression of MYC protein,decreases^expression,17041101
myc,Curcumin,D003474,458-37-7,MYC,4609,Homo sapiens,9606.0,Curcumin results in increased expression of MYC mRNA,increases^expression,15713895
myc,cyanoginosin LR,C057862,,MYC,4609,Homo sapiens,9606.0,cyanoginosin LR results in increased expression of MYC mRNA,increases^expression,20421190|24607848|28062358
myc,cyanoginosin LR,C057862,,MYC,4609,Homo sapiens,9606.0,cyanoginosin LR results in increased expression of MYC protein,increases^expression,24607848|28062358
myc,cyanoginosin LR,C057862,,MYC,4609,Homo sapiens,9606.0,cyanoginosin LR results in increased phosphorylation of MYC protein,increases^phosphorylation,26506538
myc,Cycloheximide,D003513,66-81-9,MYC,4609,Homo sapiens,9606.0,Cycloheximide inhibits the reaction [TAK-243 results in increased sumoylation of MYC protein],decreases^reaction|increases^sumoylation,31285264
myc,Cyclosporine,D016572,59865-13-3,MYC,4609,Homo sapiens,9606.0,Cyclosporine results in increased expression of MYC mRNA,increases^expression,20106945|25562108|27989131|33631201
myc,Dactinomycin,D003609,50-76-0,MYC,4609,Homo sapiens,9606.0,Dactinomycin results in decreased expression of MYC mRNA,decreases^expression,16001973|21527772
myc,daidzein,C004742,486-66-8,MYC,4609,Homo sapiens,9606.0,daidzein results in increased expression of MYC mRNA,increases^expression,17266178
myc,darinaparsin,C515055,,MYC,4609,Homo sapiens,9606.0,darinaparsin affects the expression of MYC protein,affects^expression,25316819
myc,Dasatinib,D000069439,,MYC,4609,Homo sapiens,9606.0,Dasatinib results in decreased expression of MYC protein,decreases^expression,23825585
myc,DDT,D003634,50-29-3,MYC,4609,Homo sapiens,9606.0,DDT results in increased expression of MYC protein,increases^expression,24968063
myc,Decitabine,D000077209,2353-33-5,MYC,4609,Homo sapiens,9606.0,[Decitabine co-treated with trichostatin A] results in increased expression of MYC mRNA,affects^cotreatment|increases^expression,17185465
myc,Decitabine,D000077209,2353-33-5,MYC,4609,Homo sapiens,9606.0,[Decitabine co-treated with Vorinostat] results in decreased expression of MYC protein,affects^cotreatment|decreases^expression,17417771
myc,Decitabine,D000077209,2353-33-5,MYC,4609,Homo sapiens,9606.0,Decitabine results in decreased expression of MYC mRNA,decreases^expression,23300844
myc,Decitabine,D000077209,2353-33-5,MYC,4609,Homo sapiens,9606.0,Decitabine results in decreased expression of MYC protein,decreases^expression,17417771|19363521|19732952
myc,Decitabine,D000077209,2353-33-5,MYC,4609,Homo sapiens,9606.0,Decitabine results in increased expression of MYC mRNA,increases^expression,18045574
myc,Deferoxamine,D003676,70-51-9,MYC,4609,Homo sapiens,9606.0,[Deferoxamine results in decreased abundance of Iron] which results in decreased expression of MYC mRNA,decreases^abundance|decreases^expression,12393473
myc,Deferoxamine,D003676,70-51-9,MYC,4609,Homo sapiens,9606.0,Deferoxamine results in decreased expression of MYC protein,decreases^expression,22245592
myc,Deferoxamine,D003676,70-51-9,MYC,4609,Homo sapiens,9606.0,Deferoxamine results in increased degradation of MYC protein,increases^degradation,20046830
myc,deguelin,C107676,522-17-8,MYC,4609,Homo sapiens,9606.0,benzyloxycarbonylleucyl-leucyl-leucine aldehyde inhibits the reaction [deguelin results in decreased expression of MYC protein],decreases^expression|decreases^reaction,21472727
myc,deguelin,C107676,522-17-8,MYC,4609,Homo sapiens,9606.0,deguelin inhibits the reaction [TNF protein results in increased expression of MYC protein],decreases^reaction|increases^expression,17015749
myc,deguelin,C107676,522-17-8,MYC,4609,Homo sapiens,9606.0,deguelin results in decreased expression of MYC protein,decreases^expression,21472727
myc,deguelin,C107676,522-17-8,MYC,4609,Homo sapiens,9606.0,[deguelin results in increased degradation of CTNNB1 protein] which results in decreased expression of MYC protein,decreases^expression|increases^degradation,21472727
myc,deguelin,C107676,522-17-8,MYC,4609,Homo sapiens,9606.0,deguelin results in increased expression of MYC mRNA,increases^expression,33512557
myc,deoxynivalenol,C007262,51481-10-8,MYC,4609,Homo sapiens,9606.0,deoxynivalenol results in increased expression of MYC mRNA,increases^expression,24247028
myc,destruxin B,C040424,,MYC,4609,Homo sapiens,9606.0,destruxin B results in decreased expression of MYC protein,decreases^expression,22465936|24434019
myc,Dexamethasone,D003907,50-02-2,MYC,4609,Homo sapiens,9606.0,Dexamethasone results in decreased expression of MYC mRNA,decreases^expression,12782123
myc,Dexamethasone,D003907,50-02-2,MYC,4609,Homo sapiens,9606.0,Dexamethasone results in increased expression of MYC mRNA,increases^expression,23137833|2558650
myc,Dexamethasone,D003907,50-02-2,MYC,4609,Homo sapiens,9606.0,Glucose affects the reaction [Dexamethasone results in increased expression of MYC mRNA],affects^reaction|increases^expression,2558650
myc,diallyl trisulfide,C042577,2050-87-5,MYC,4609,Homo sapiens,9606.0,diallyl trisulfide results in decreased expression of MYC mRNA,decreases^expression,27129776
myc,diallyl trisulfide,C042577,2050-87-5,MYC,4609,Homo sapiens,9606.0,diallyl trisulfide results in decreased expression of MYC protein,decreases^expression,23754639|29626521
myc,diallyl trisulfide,C042577,2050-87-5,MYC,4609,Homo sapiens,9606.0,FOXQ1 protein inhibits the reaction [diallyl trisulfide results in decreased expression of MYC mRNA],decreases^expression|decreases^reaction,27129776
myc,Diarylheptanoids,D036381,,MYC,4609,Homo sapiens,9606.0,Diarylheptanoids results in increased expression of MYC mRNA,increases^expression,19654927
myc,Diarylheptanoids,D036381,,MYC,4609,Homo sapiens,9606.0,Fulvestrant inhibits the reaction [Diarylheptanoids results in increased expression of MYC mRNA],decreases^reaction|increases^expression,19654927
myc,dibenzoylmethane,C061481,120-46-7,MYC,4609,Homo sapiens,9606.0,dibenzoylmethane inhibits the reaction [ESR1 protein binds to MYC enhancer],affects^binding|decreases^reaction,16051634
myc,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,MYC,4609,Homo sapiens,9606.0,CTNNB1 affects the reaction [Dichlorodiphenyl Dichloroethylene results in increased expression of MYC protein],affects^reaction|increases^expression,25386960
myc,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,MYC,4609,Homo sapiens,9606.0,Dichlorodiphenyl Dichloroethylene results in increased activity of MYC protein,increases^activity,27589886
myc,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,MYC,4609,Homo sapiens,9606.0,Dichlorodiphenyl Dichloroethylene results in increased expression of MYC protein,increases^expression,25386960
myc,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,MYC,4609,Homo sapiens,9606.0,GLI1 affects the reaction [Dichlorodiphenyl Dichloroethylene results in increased expression of MYC protein],affects^reaction|increases^expression,25386960
myc,Diclofenac,D004008,15307-86-5,MYC,4609,Homo sapiens,9606.0,Diclofenac affects the expression of MYC mRNA,affects^expression,24752500
myc,Diclofenac,D004008,15307-86-5,MYC,4609,Homo sapiens,9606.0,Diclofenac results in increased expression of MYC mRNA,increases^expression,19022234
myc,dicrotophos,C000944,3735-78-2,MYC,4609,Homo sapiens,9606.0,dicrotophos results in increased expression of MYC mRNA,increases^expression,28302478
myc,Diethylhexyl Phthalate,D004051,117-81-7,MYC,4609,Homo sapiens,9606.0,Diethylhexyl Phthalate results in decreased expression of MYC protein,decreases^expression,16455614
myc,Diethylhexyl Phthalate,D004051,117-81-7,MYC,4609,Homo sapiens,9606.0,Diethylhexyl Phthalate results in increased expression of MYC protein,increases^expression,30944277
myc,Diethylstilbestrol,D004054,56-53-1,MYC,4609,Homo sapiens,9606.0,Diethylstilbestrol results in increased expression of MYC mRNA,increases^expression,15766595
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,bicalutamide inhibits the reaction [Dihydrotestosterone promotes the reaction [AR protein binds to MYC enhancer]],affects^binding|decreases^reaction|increases^reaction,24759320
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,bicalutamide inhibits the reaction [Dihydrotestosterone results in decreased expression of MYC mRNA],decreases^expression|decreases^reaction,24759320
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,Dihydrotestosterone promotes the reaction [AR protein binds to MYC enhancer],affects^binding|increases^reaction,24759320
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,Dihydrotestosterone results in decreased expression of MYC mRNA,decreases^expression,24759320
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,Dihydrotestosterone results in decreased expression of MYC protein,decreases^expression,24759320
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,Dihydrotestosterone results in increased expression of MYC mRNA,increases^expression,20945400|28757136
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,enzalutamide inhibits the reaction [Dihydrotestosterone promotes the reaction [AR protein binds to MYC enhancer]],affects^binding|decreases^reaction|increases^reaction,24759320
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,enzalutamide inhibits the reaction [Dihydrotestosterone results in decreased expression of MYC mRNA],decreases^expression|decreases^reaction,24759320
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,enzalutamide inhibits the reaction [Dihydrotestosterone results in decreased expression of MYC protein],decreases^expression|decreases^reaction,24759320
myc,Dihydrotestosterone,D013196,521-18-6,MYC,4609,Homo sapiens,9606.0,(+)-JQ1 compound promotes the reaction [Dihydrotestosterone results in decreased expression of MYC mRNA],decreases^expression|increases^reaction,24759320
