# Input,SrcGeneSymbol,SrcGeneId,TgtGeneSymbol,TgtGeneId,SrcOrganism,SrcOrganismId,TgtOrganism,TgtOrganismId,Assay,InteractionType,Throughput,PubMedId
myc,MYC,4609,MATR3,9782,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,12706874
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,20946988
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,21150319
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,32140074
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,low,10319872
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,20946988
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,33298911
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,16705173
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,16410719
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Co-crystal Structure,physical,low,9680483
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,16352593
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,20382893
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,25609649
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,16287840
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,2006410
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,32140074
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,19578763
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,low,10593926
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31767764
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,26496610
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,15572685
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,18003922
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Co-fractionation,physical,low,21150319
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17700062
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17643117
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,low,12584560
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17289033
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,low,14749374
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,FRET,physical,low,17314511
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,12660246
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,27859590
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,12821782
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17353931
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17471507
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,29467282
myc,MYC,4609,MAX,4149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17418410
myc,MYC,4609,MBD3,53615,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MBD4,8930,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MBIP,51562,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MBIP,51562,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MBOAT7,79143,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MBTD1,54799,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MBTD1,54799,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MCAT,27349,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,26496610
myc,MYC,4609,MCCC1,56922,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCCC2,64087,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCL1,4170,Homo sapiens,9606,Homo sapiens,9606,Dosage Lethality,genetic,high,22623531
myc,MYC,4609,MCM10,55388,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MCM10,55388,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCM2,4171,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCM3,4172,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCM3AP,8888,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCM4,4173,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MCM4,4173,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCM5,4174,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCM6,4175,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MCM6,4175,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCM7,4176,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17314511
myc,MYC,4609,MCM7,4176,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MCM7,4176,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,low,17314511
myc,MYC,4609,MCM7,4176,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17353931
myc,MYC,4609,MCM7,4176,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MCM7,4176,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MCRS1,10445,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MCU,90550,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,26496610
myc,MYC,4609,MDC1,9656,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MDM2,4193,Homo sapiens,9606,Homo sapiens,9606,FRET,physical,high,28205554
myc,MYC,4609,MDN1,23195,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MEAF6,64769,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MED1,5469,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,17967894
myc,MYC,4609,MED10,84246,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MED12,9968,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MED16,10025,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,17967894
myc,MYC,4609,MED17,9440,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MED24,9862,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MED27,9442,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MED30,90390,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MED8,112950,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MEF2C,4208,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,32140074
myc,MYC,4609,MELK,9833,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MEN1,4221,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,19818711
myc,MYC,4609,MEN1,4221,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,19818711
myc,MYC,4609,MET,4233,Homo sapiens,9606,Homo sapiens,9606,FRET,physical,high,28205554
myc,MYC,4609,METAP2,10988,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,METTL13,51603,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17353931
myc,MYC,4609,METTL13,51603,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,METTL3,56339,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,26496610
myc,MYC,4609,MFAP1,4236,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MFAP1,4236,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MGA,23269,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MGA,23269,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MGA,23269,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MIB1,57534,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MICAL2,9645,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MICALL2,79778,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,21150319
myc,MYC,4609,MID1IP1,58526,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MIDEAS,91748,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MIF,4282,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MIPEP,4285,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,21150319
myc,MYC,4609,MIS18BP1,55320,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MIS18BP1,55320,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MKI67,4288,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MKLN1,4289,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17353931
myc,MYC,4609,MLH1,4292,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MLH1,4292,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,12584560
myc,MYC,4609,MLH1,4292,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,low,12584560
myc,MYC,4609,MLH3,27030,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,21150319
myc,MYC,4609,MMP14,4323,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MMS19,64210,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MMS19,64210,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MNAT1,4331,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MNT,4335,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,18271930
myc,MYC,4609,MOGS,7841,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MORF4L1,10933,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MORF4L1,10933,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MORF4L2,9643,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MOS,4342,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MOV10,4343,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MPG,4350,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MPO,4353,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MPRIP,23164,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MRE11,4361,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MRGBP,55257,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MRPL14,64928,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MRPL22,29093,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MRPL49,740,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MRPL53,116540,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,21150319
myc,MYC,4609,MRPL58,3396,Homo sapiens,9606,Homo sapiens,9606,Dosage Lethality,genetic,high,22623531
myc,MYC,4609,MRPS15,64960,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MRPS22,56945,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MRPS23,51649,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MRPS28,28957,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MRPS34,65993,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MRPS7,51081,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MRTO4,51154,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MSH2,4436,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,12584560
myc,MYC,4609,MSH2,4436,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MSH2,4436,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MSH2,4436,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MSH3,4437,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MSH3,4437,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MSH6,2956,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MSH6,2956,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17353931
myc,MYC,4609,MSH6,2956,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MSN,4478,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MTA1,9112,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MTA2,9219,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MTHFD1,4522,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MTHFD1L,25902,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MTHFS,10588,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MTPAP,55149,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MTREX,23517,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MTREX,23517,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MUC19,283463,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MVP,9961,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MXD1,4084,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,32140074
myc,MYC,4609,MXD4,10608,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,32140074
myc,MYC,4609,MXI1,4601,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,32140074
myc,MYC,4609,MYBBP1A,10514,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MYBBP1A,10514,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17353931
myc,MYC,4609,MYBBP1A,10514,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYBBP1A,10514,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MYBL2,4605,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,MYBL2,4605,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
myc,MYC,4609,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,32140074
myc,MYC,4609,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,21150319
myc,MYC,4609,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,20848231
myc,MYC,4609,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,FRET,physical,high,28205554
myc,MYC,4609,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYCBP,26292,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,low,9797456
myc,MYC,4609,MYCBP,26292,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,32140074
myc,MYC,4609,MYCBP2,23077,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,26517351
myc,MYC,4609,MYCBP2,23077,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYCN,4613,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,25609649
myc,MYC,4609,MYEF2,50804,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYH10,4628,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYH14,79784,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYH9,4627,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYLK,4638,Homo sapiens,9606,Homo sapiens,9606,Dosage Lethality,genetic,high,22623531
myc,MYC,4609,MYLK3,91807,Homo sapiens,9606,Homo sapiens,9606,Dosage Lethality,genetic,high,22623531
myc,MYC,4609,MYO19,80179,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYO1B,4430,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYO1B,4430,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17353931
myc,MYC,4609,MYO1C,4641,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYO3B,140469,Homo sapiens,9606,Homo sapiens,9606,Dosage Lethality,genetic,high,22623531
myc,MYC,4609,MYO5A,4644,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYO5C,55930,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MYO6,4646,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYO9A,4649,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MYO9A,4649,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MYO9B,4650,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,MYO9B,4650,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,MZT2B,80097,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,21150319
myc,MYC,4609,N4BP1,9683,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,NAA15,80155,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NAA35,60560,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NAA50,80218,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NABP2,79035,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,21150319
myc,MYC,4609,NACA,4666,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NAMPT,10135,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NANS,54187,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NAP1L1,4673,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NARS1,4677,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NAT10,55226,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NAT10,55226,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,NCAPD2,9918,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NCAPG,64151,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NCAPG2,54892,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NCAPH,23397,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NCBP2,22916,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,26496610
myc,MYC,4609,NCCRP1,342897,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NCKAP1,10787,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NCL,4691,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,NCL,4691,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,30415952
myc,MYC,4609,NCL,4691,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NCOA3,8202,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,32140074
myc,MYC,4609,NCOR1,9611,Homo sapiens,9606,Homo sapiens,9606,Synthetic Lethality,genetic,low,22157079
myc,MYC,4609,NCOR2,9612,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NDRG1,10397,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,12962147
myc,MYC,4609,NDRG1,10397,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,28456659
myc,MYC,4609,NDUFA5,4698,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,NDUFA8,4702,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,17314511
myc,MYC,4609,NDUFA9,4704,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
myc,MYC,4609,NDUFAF3,25915,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,low,21150319
myc,MYC,4609,NDUFB10,4716,Homo sapiens,9606,Homo sapiens,9606,Synthetic Lethality,genetic,low,22157079
myc,MYC,4609,NDUFB4,4710,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,29467282
