# Input,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DiseaseCategories,OmimIDs,PubMedIDs,DirectEvidence
mesh:d002051,Vincristine,D014750,,Burkitt Lymphoma,MESH:D002051,Cancer|Immune system disease|Lymphatic disease|Viral disease,,18782177|25023062|3965085|9186541,therapeutic
mesh:d002277,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",C049584,105650-23-5,Carcinoma,MESH:D002277,Cancer,,10657900|11137312|11289141|12203372|12376462|12606953|14522882|14633621|14656947|15609129|15637090|17173897|21489049|8014110|8185828|9433479,marker/mechanism
mesh:d002277,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,Carcinoma,MESH:D002277,Cancer,,10657900|12376462|15609129|21489049,marker/mechanism
mesh:d002277,aristolochic acid I,C000228,313-67-7,Carcinoma,MESH:D002277,Cancer,,25209566,marker/mechanism
mesh:d002277,Arsenic,D001151,7440-38-2,Carcinoma,MESH:D002277,Cancer,,12583988,marker/mechanism
mesh:d002277,Arsenic Trioxide,D000077237,1327-53-3,Carcinoma,MESH:D002277,Cancer,,17617380,therapeutic
mesh:d002277,Ascorbic Acid,D001205,50-81-7,Carcinoma,MESH:D002277,Cancer,,16345077,therapeutic
mesh:d002277,Aspirin,D001241,50-78-2,Carcinoma,MESH:D002277,Cancer,,6690086,therapeutic
mesh:d002277,Azathioprine,D001379,446-86-6,Carcinoma,MESH:D002277,Cancer,,3510835|903024|950630,marker/mechanism
mesh:d002277,Benzo(a)pyrene,D001564,50-32-8,Carcinoma,MESH:D002277,Cancer,,17060372,marker/mechanism
mesh:d002277,Carboplatin,D016190,41575-94-4,Carcinoma,MESH:D002277,Cancer,,12425490|12439602|16849025|17081186|18067055|1846407|9404925,therapeutic
mesh:d002277,Chlorambucil,D002699,305-03-3,Carcinoma,MESH:D002277,Cancer,,7377464,marker/mechanism
mesh:d002277,Cisplatin,D002945,15663-27-1,Carcinoma,MESH:D002277,Cancer,,12216079|12373036|15923795|18418024|21286668|21458988|3118551|7105387,therapeutic
mesh:d002277,Curcumin,D003474,458-37-7,Carcinoma,MESH:D002277,Cancer,,18593918,therapeutic
mesh:d002277,Cyclophosphamide,D003520,50-18-0,Carcinoma,MESH:D002277,Cancer,,12439602|3352696|391238|3970039|464465|572348|636115|6520414|664141|6702330|710474|7248895|7377464|7844616|9933762,marker/mechanism|therapeutic
mesh:d002277,Decitabine,D000077209,2353-33-5,Carcinoma,MESH:D002277,Cancer,,21458988,therapeutic
mesh:d002277,Diethylstilbestrol,D004054,56-53-1,Carcinoma,MESH:D002277,Cancer,,1137706|35386|4636892|8443792|8708714,marker/mechanism|therapeutic
mesh:d002277,Dinoprostone,D015232,363-24-6,Carcinoma,MESH:D002277,Cancer,,12189197,marker/mechanism
mesh:d002277,Doxorubicin,D004317,23214-92-8,Carcinoma,MESH:D002277,Cancer,,19143757|20487225|6964043|7793456|7823290,therapeutic
mesh:d002277,Etoposide,D005047,33419-42-0,Carcinoma,MESH:D002277,Cancer,,12373036|8673994,therapeutic
mesh:d002277,Fluorouracil,D005472,51-21-8,Carcinoma,MESH:D002277,Cancer,,17121937|21286668|2934584|664141|6871106|7491579,marker/mechanism|therapeutic
mesh:d002277,gemcitabine,C056507,103882-84-4,Carcinoma,MESH:D002277,Cancer,,10569619|17081186,therapeutic
mesh:d002277,Glucose,D005947,50-99-7,Carcinoma,MESH:D002277,Cancer,,22467055,marker/mechanism
mesh:d002277,"Hydrocarbons, Chlorinated",D006843,,Carcinoma,MESH:D002277,Cancer,,12024805,marker/mechanism
mesh:d002277,Medroxyprogesterone Acetate,D017258,71-58-9,Carcinoma,MESH:D002277,Cancer,,3743595,therapeutic
mesh:d002277,Metformin,D008687,657-24-9,Carcinoma,MESH:D002277,Cancer,,22467055,therapeutic
mesh:d002277,Methotrexate,D008727,59-05-2,Carcinoma,MESH:D002277,Cancer,,2297635|3225584|4354764|6871106|6964043|7377464|8360713|8638223,marker/mechanism|therapeutic
mesh:d002277,Methylcholanthrene,D008748,56-49-5,Carcinoma,MESH:D002277,Cancer,,10545420|21163286,marker/mechanism
mesh:d002277,Mifepristone,D015735,84371-65-3,Carcinoma,MESH:D002277,Cancer,,17545545,therapeutic
mesh:d002277,Mitoxantrone,D008942,65271-80-9,Carcinoma,MESH:D002277,Cancer,,9404925,therapeutic
mesh:d002277,ochratoxin A,C025589,303-47-9,Carcinoma,MESH:D002277,Cancer,,17344223,marker/mechanism
mesh:d002277,Paclitaxel,D017239,,Carcinoma,MESH:D002277,Cancer,,10458265|10569619|11487721|15907983|15923795|18418024|9018096,therapeutic
mesh:d002277,Particulate Matter,D052638,,Carcinoma,MESH:D002277,Cancer,,18353537,marker/mechanism
mesh:d002277,Pesticides,D010575,,Carcinoma,MESH:D002277,Cancer,,20565773,marker/mechanism
mesh:d002277,Phenobarbital,D010634,50-06-6,Carcinoma,MESH:D002277,Cancer,,3856057,marker/mechanism
mesh:d002277,Pioglitazone,D000077205,111025-46-8,Carcinoma,MESH:D002277,Cancer,,21255596,marker/mechanism
mesh:d002277,Plant Extracts,D010936,,Carcinoma,MESH:D002277,Cancer,,20395211|21937742,marker/mechanism|therapeutic
mesh:d002277,Resveratrol,D000077185,,Carcinoma,MESH:D002277,Cancer,,12189197|12632486|15633232,therapeutic
mesh:d002277,Sirolimus,D020123,53123-88-9,Carcinoma,MESH:D002277,Cancer,,12417722,therapeutic
mesh:d002277,sodium arsenite,C017947,13768-07-5,Carcinoma,MESH:D002277,Cancer,,15138027|20937726,marker/mechanism
mesh:d002277,Tamoxifen,D013629,10540-29-1,Carcinoma,MESH:D002277,Cancer,,19166339|9067122|9208491|9342587,marker/mechanism|therapeutic
mesh:d002277,Teniposide,D013713,29767-20-2,Carcinoma,MESH:D002277,Cancer,,4609765,therapeutic
mesh:d002277,Tetrachlorodibenzodioxin,D013749,1746-01-6,Carcinoma,MESH:D002277,Cancer,,16835633,marker/mechanism
mesh:d002277,Tetradecanoylphorbol Acetate,D013755,16561-29-8,Carcinoma,MESH:D002277,Cancer,,17060372,marker/mechanism
mesh:d002277,Vehicle Emissions,D001335,,Carcinoma,MESH:D002277,Cancer,,18353537,marker/mechanism
mesh:d002277,Vinblastine,D014747,865-21-4,Carcinoma,MESH:D002277,Cancer,,3686684|7105387,therapeutic
mesh:d002277,Vincristine,D014750,,Carcinoma,MESH:D002277,Cancer,,4352365|6964043|7844616,marker/mechanism|therapeutic
mesh:d002277,Vitamin K 3,D024483,58-27-5,Carcinoma,MESH:D002277,Cancer,,16345077,therapeutic
mesh:d044584,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,"Carcinoma, Ductal",MESH:D044584,Cancer,,12208745,marker/mechanism
mesh:d044584,Medroxyprogesterone Acetate,D017258,71-58-9,"Carcinoma, Ductal",MESH:D044584,Cancer,,2826865,marker/mechanism
mesh:d044584,Resveratrol,D000077185,,"Carcinoma, Ductal",MESH:D044584,Cancer,,12208745,therapeutic
mesh:d006528,Acetaminophen,D000082,103-90-2,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,3084413|3621466|6142774|6839410,marker/mechanism|therapeutic
mesh:d006528,Acetylcysteine,D000111,616-91-1,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19436114,therapeutic
mesh:d006528,Acrylamide,D020106,79-06-1,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,24508477,marker/mechanism
mesh:d006528,Active Hexose Correlated Compound,C499366,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,12076865,therapeutic
mesh:d006528,Aflatoxin B1,D016604,1162-65-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,12619106|12907637|19146867|19258306|1971196|21507988|21768053|21984479|22539618|22545673|2457433|24961349|25450479|32894639,marker/mechanism
mesh:d006528,Arsenic,D001151,7440-38-2,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,12583988|14514661|16507464|17306315,marker/mechanism
mesh:d006528,Arsenic Trioxide,D000077237,1327-53-3,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,11135700|12508353|14691202|15073043|15553829|15774171|16217749|21078540|21418039|25416439|27717846,marker/mechanism|therapeutic
mesh:d006528,Ascorbic Acid,D001205,50-81-7,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19229483|32805337|7728963,marker/mechanism|therapeutic
mesh:d006528,Azacitidine,D001374,320-67-2,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,14508512|6209028,marker/mechanism|therapeutic
mesh:d006528,Azathioprine,D001379,446-86-6,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,10923928|11293451|17404860|20593510,marker/mechanism
mesh:d006528,Benzo(a)pyrene,D001564,50-32-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,20501349,marker/mechanism
mesh:d006528,Bortezomib,D000069286,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,17326159,therapeutic
mesh:d006528,Cacodylic Acid,D002101,75-60-5,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,32052077,marker/mechanism
mesh:d006528,cinnamaldehyde,C012843,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,16405947,therapeutic
mesh:d006528,Cisplatin,D002945,15663-27-1,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,15336446|17399942|17982673|18946603|20180123|20213096|20979057|21224685|21459893|21965783,therapeutic
mesh:d006528,Clofibrate,D002994,637-07-0,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,10478332|15509519|16470657|1740018|3240312|508572,marker/mechanism
mesh:d006528,Copper,D003300,7440-50-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19229483|22055798|25109342,marker/mechanism
mesh:d006528,Curcumin,D003474,458-37-7,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,22197969|24508477,therapeutic
mesh:d006528,Cyclophosphamide,D003520,50-18-0,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,12793710|19701751|29635899,marker/mechanism|therapeutic
mesh:d006528,DDT,D003634,50-29-3,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,12597452|21035526|6667461,marker/mechanism
mesh:d006528,Decitabine,D000077209,2353-33-5,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,17908484,marker/mechanism
mesh:d006528,deguelin,C107676,522-17-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,18575727,therapeutic
mesh:d006528,Dexamethasone,D003907,50-02-2,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19891978,therapeutic
mesh:d006528,Dichloroacetic Acid,D003999,79-43-6,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,28962523|3629594,marker/mechanism
mesh:d006528,Diethylhexyl Phthalate,D004051,117-81-7,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,10478332|2399535|24496636,marker/mechanism
mesh:d006528,Diethylstilbestrol,D004054,56-53-1,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,15948411|16924424|2161376|6267685|6294349,marker/mechanism|therapeutic
mesh:d006528,Doxorubicin,D004317,23214-92-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,16023760|16234567|1645666|17876044|18059187|20717671|20979057|29133031,therapeutic
mesh:d006528,"Drugs, Chinese Herbal",D004365,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,23262642,marker/mechanism
mesh:d006528,epigallocatechin gallate,C045651,989-51-5,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,24508477,therapeutic
mesh:d006528,Estradiol,D004958,50-28-2,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,16924424|21984479,marker/mechanism|therapeutic
mesh:d006528,Estrogens,D004967,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,15341023,marker/mechanism
mesh:d006528,Ethanol,D000431,64-17-5,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,12637151|15289165|15763234|1679055|18788625|23707493|32894639|8025892,marker/mechanism
mesh:d006528,Ethinyl Estradiol,D004997,57-63-6,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,1679055|1968981|3600117|6087011|6744303|7728963|7853970|8025892|8855187,marker/mechanism
mesh:d006528,Fenretinide,D017313,65646-68-6,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,16270382|17159502,therapeutic
mesh:d006528,Flavonoids,D005419,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,24036141,therapeutic
mesh:d006528,Fluorouracil,D005472,51-21-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,16027087|16332177|16799960|17045692|17088986|17218968|17399942|17565266|17971768|18930000|20180123|27836789,therapeutic
mesh:d006528,gallium nitrate,C027235,13494-90-1,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,16827101,therapeutic
mesh:d006528,Gefitinib,D000077156,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,15660382,therapeutic
mesh:d006528,gemcitabine,C056507,103882-84-4,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,17218968|18946603,therapeutic
mesh:d006528,Genistein,D019833,446-72-0,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,16924424|21078540,therapeutic
mesh:d006528,Indomethacin,D007213,53-86-1,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,16391822,therapeutic
mesh:d006528,Irinotecan,D000077146,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,9932610,therapeutic
mesh:d006528,Iron,D007501,7439-89-6,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19229483,marker/mechanism
mesh:d006528,kaempferol,C006552,520-18-3,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,34156145,therapeutic
mesh:d006528,Methotrexate,D008727,59-05-2,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,200767|2444327,marker/mechanism
mesh:d006528,Niclosamide,D009534,50-65-7,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,28284560|32961231,therapeutic
mesh:d006528,Paclitaxel,D017239,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,10964328|16027087|16313753|17399942|9858906,therapeutic
mesh:d006528,perfluoro-n-nonanoic acid,C101816,375-95-1,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,21984479,marker/mechanism
mesh:d006528,Phenobarbital,D010634,50-06-6,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,104788|11354469|11526486|11560253|12818472|1444806|15082532|15248187|15492232|15728704|1701930|17173139|19298838|1971196|20007298|20506153|20935162|21035526|21424122|21565|2387015|2453431|24789201|2869179|2910521|3194660|3356011|3768856|3779637|3947531|6667461|6705139|6825204|7834623|7923571|8093813,marker/mechanism
mesh:d006528,Phenytoin,D010672,57-41-0,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,11354469|8242847,marker/mechanism
mesh:d006528,Pioglitazone,D000077205,111025-46-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,14618613,therapeutic
mesh:d006528,pirinixic acid,C006253,50892-23-4,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,15509519|2457433,marker/mechanism
mesh:d006528,Plant Extracts,D010936,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,14871594|18834353|23262642,marker/mechanism|therapeutic
mesh:d006528,Prednisolone,D011239,50-24-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,1411124,marker/mechanism
mesh:d006528,pterostilbene,C107773,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19447859,therapeutic
mesh:d006528,pyrazolanthrone,C432165,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19418558,therapeutic
mesh:d006528,Quercetin,D011794,117-39-5,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,12508355|19519916,therapeutic
mesh:d006528,Resveratrol,D000077185,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,16227395|18334147|19321006|22659145|23437203|24064760|32894639,therapeutic
mesh:d006528,Sirolimus,D020123,53123-88-9,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19335982,therapeutic
mesh:d006528,sodium arsenite,C017947,13768-07-5,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,15138027|15276417|16507464|17306315|20937726,marker/mechanism
mesh:d006528,Sodium Selenite,D018038,10102-18-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,15248187,therapeutic
mesh:d006528,Sorafenib,D000077157,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,1230800|18808443|19095497|19496710|19558720|20062650|23958494|24434019|25416439|26943884|28284560|28693887,therapeutic
mesh:d006528,sulforaphane,C016766,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,21278056,therapeutic
mesh:d006528,tamibarotene,C061133,94497-51-5,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,10766424,therapeutic
mesh:d006528,Tamoxifen,D013629,10540-29-1,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,10372018|10959800|11061618|11390276|16924424|19931998|7788846|7834623|7981451|8033108|8200088|8358718|8402624|8435874|8452480,marker/mechanism|therapeutic
mesh:d006528,Temozolomide,D000077204,85622-93-1,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19363609,therapeutic
mesh:d006528,Tetrachlorodibenzodioxin,D013749,1746-01-6,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,24051191,marker/mechanism
mesh:d006528,Tetradecanoylphorbol Acetate,D013755,16561-29-8,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,15138027|19447859,marker/mechanism
mesh:d006528,thymoquinone,C003466,490-91-5,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,24012840|34173702,therapeutic
mesh:d006528,Tretinoin,D014212,302-79-4,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,1917145,therapeutic
mesh:d006528,Troglitazone,D000077288,97322-87-7,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,14618613|16374840,therapeutic
mesh:d006528,U 0126,C113580,,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,34173702,therapeutic
mesh:d006528,Vitamin A,D014801,11103-57-4,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,11012474,marker/mechanism
mesh:d006528,Vitamin E,D014810,1406-18-4,"Carcinoma, Hepatocellular",MESH:D006528,Cancer|Digestive system disease,,19229483|7728963,marker/mechanism|therapeutic
mesh:d015266,Carboplatin,D016190,41575-94-4,"Carcinoma, Merkel Cell",MESH:D015266,Cancer|Viral disease,,25876211,therapeutic
mesh:d015266,Cisplatin,D002945,15663-27-1,"Carcinoma, Merkel Cell",MESH:D015266,Cancer|Viral disease,,24196280,therapeutic
mesh:d015266,Etoposide,D005047,33419-42-0,"Carcinoma, Merkel Cell",MESH:D015266,Cancer|Viral disease,,24196280|25876211,therapeutic
mesh:d015266,Resveratrol,D000077185,,"Carcinoma, Merkel Cell",MESH:D015266,Cancer|Viral disease,,24196280,therapeutic
mesh:d002289,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,23136191,therapeutic
mesh:d002289,Afatinib,D000077716,850140-72-6,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,21904575,therapeutic
mesh:d002289,Amifostine,D004999,20537-88-6,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,10812192|11335791|9256128,therapeutic
mesh:d002289,Arsenic Trioxide,D000077237,1327-53-3,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,21889949|27794399,therapeutic
mesh:d002289,Asbestos,D001194,1332-21-4,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,19375815|22514692,marker/mechanism
mesh:d002289,Aspirin,D001241,50-78-2,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,19908241,therapeutic
mesh:d002289,Bortezomib,D000069286,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,16052434|16689991,therapeutic
mesh:d002289,bufalin,C022777,465-21-4,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,27444971,therapeutic
mesh:d002289,Carboplatin,D016190,41575-94-4,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,11325488|11679185|11932909|11955654|14514973|15365766|15751647|15943897|16612156|16685392|17166623|17338432|18839222|19433684|21440325|21676483|2170044|7543559|7644931|8643968|8797774|9007119|9007120|9007122|9007126|9007133|9256897|9500323|9740546,therapeutic
mesh:d002289,Cisplatin,D002945,15663-27-1,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,10574676|10812192|10928138|10928183|11135224|11679186|11800032|11828949|12023789|1339077|14581271|14769840|14977831|15274404|16685392|16689991|17141357|17197752|17974278|18243407|19615288|20705357|21169060|21277290|21301589|21312072|21415776|21440325|21464154|21519961|21590444|21676483|2170045|21726821|21726997|21750204|21766907|21782507|21852251|24521819|2538251|3019976|6086264|7692001|8043059|8209274|8635092|8635384|8643967|9007121|9007133|9256128|9256897|9256899,therapeutic
mesh:d002289,Curcumin,D003474,458-37-7,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,18414057,therapeutic
mesh:d002289,Decitabine,D000077209,2353-33-5,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,9180389,therapeutic
mesh:d002289,Diclofenac,D004008,15307-86-5,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,19628293,therapeutic
mesh:d002289,Erlotinib Hydrochloride,D000069347,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,17290066|21440325|21655094|21904575|22286583|22703830|22787411|22787412|22932130|22948846|24768708,therapeutic
mesh:d002289,Etoposide,D005047,33419-42-0,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,1339077|18365964|9007133,therapeutic
mesh:d002289,Everolimus,D000068338,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,19549709,therapeutic
mesh:d002289,Fluorouracil,D005472,51-21-8,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,2547505,therapeutic
mesh:d002289,Gefitinib,D000077156,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,14501391|14639003|15196742|15496427|16115929|16230376|16824645|17166623|17290066|18347146|19233551|19803472|20005069|20097187|20404966|20837450|21440325|21655094|21904575|22286583|22787411|22787412|27639429|32370496|33248157,therapeutic
mesh:d002289,gemcitabine,C056507,103882-84-4,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,10526274|10928183|11135224|11712802|11955654|12365019|14977831|15231858|15274404|15751647|16689991|17338432|17805486|21464154|21590444|9500323,therapeutic
mesh:d002289,Irinotecan,D000077146,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,15365766|20637188|21852251,therapeutic
mesh:d002289,matrine,C034244,519-02-8,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,21312072,therapeutic
mesh:d002289,Methotrexate,D008727,59-05-2,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,21114963|22385925,therapeutic
mesh:d002289,Nicotine,D009538,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,18844224,marker/mechanism
mesh:d002289,Oxygen,D010100,7782-44-7,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,30381462,marker/mechanism
mesh:d002289,Paclitaxel,D017239,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,10777471|10928183|11135224|11679185|11800032|12216094|14514973|14769840|16612156|17166623|17974278|18839222|7543559|7644931|7692001|8094467|8558189|8610231|8643966|8643967|8643968|8797774|9007119|9007120|9007121|9007122|9007123|9007126|9007130|9007133|9007139|9440737,therapeutic
mesh:d002289,Plant Extracts,D010936,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,19497414,therapeutic
mesh:d002289,Potassium Dichromate,D011192,7778-50-9,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,29391238,marker/mechanism
mesh:d002289,Resveratrol,D000077185,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,23912706,therapeutic
mesh:d002289,Tobacco Smoke Pollution,D014028,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,11212258|23435014|29059373,marker/mechanism
mesh:d002289,Troglitazone,D000077288,97322-87-7,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,19908241,therapeutic
mesh:d002289,Valproic Acid,D014635,99-66-1,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,19628293,therapeutic
mesh:d002289,Vinblastine,D014747,865-21-4,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,8635092|9256128,therapeutic
mesh:d002289,Vorinostat,D000077337,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,21889949,therapeutic
mesh:d002289,Zoledronic Acid,D000077211,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,Cancer|Respiratory tract disease,,19233551,therapeutic
mesh:d002294,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,20852150,marker/mechanism
mesh:d002294,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,11376689|1375869|20816777|20852150|21739481|22044346|33347680|35243731,marker/mechanism
mesh:d002294,Acetylcysteine,D000111,616-91-1,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,17015178,therapeutic
mesh:d002294,Arsenic,D001151,7440-38-2,"Carcinoma, Squamous Cell",MESH:D002294,Cancer,,15504454|17687452|18922899|20049123|23549458,marker/mechanism
