DB	DB_Object_ID	DB_Object_Symbol	Qualifier	GO_ID	Reference	Evidence_Code	With_Or_From	Aspect	DB_Object_Name	DB_Object_Synonym	DB_Object_Type	Taxon	Date	Assigned_By		
UniProtKB	P01106	MYC	involved_in	GO:0050789	PMID:9924025	IMP		P			protein	taxon:9606	20111117	UniProt		
UniProtKB	P01106	MYC	involved_in	GO:0050896	PMID:17873522	IMP		P			protein	taxon:9606	20111120	UniProt		
UniProtKB	P01106	MYC	involved_in	GO:0050789	PMID:17873522	IMP		P			protein	taxon:9606	20111120	UniProt		
UniProtKB	P01106	MYC	involved_in	GO:0007154	PMID:17873522	IMP		P			protein	taxon:9606	20111120	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:15674325	IPI	UniProtKB:Q53GL7	F			protein	taxon:9606	20210714	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:15674325	IPI	UniProtKB:Q92793	F			protein	taxon:9606	20210714	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:15674325	IPI	UniProtKB:Q09472	F			protein	taxon:9606	20210714	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:15674325	IPI	UniProtKB:P19338	F			protein	taxon:9606	20210714	UniProt		
UniProtKB	P01106	MYC	involved_in	GO:0050789	GO_REF:0000024	ISS	UniProtKB:P01108	P			protein	taxon:9606	20091117	UniProt		
UniProtKB	P01106	MYC	enables	GO:0003676	GO_REF:0000024	ISS	UniProtKB:Q28350	F			protein	taxon:9606	20111118	UniProt		
UniProtKB	P01106	MYC	involved_in	GO:0050789	GO_REF:0000024	ISS	UniProtKB:Q28350	P			protein	taxon:9606	20111118	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:10597290	IPI	UniProtKB:Q13287	F			protein	taxon:9606	20060308	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:9308237	IPI	UniProtKB:Q13105	F			protein	taxon:9606	20050707	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:9708738	IPI	UniProtKB:Q9Y4A5	F			protein	taxon:9606	20041026	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:12706874	IPI	UniProtKB:Q8IY57	F			protein	taxon:9606	20041203	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:17314511	IPI	UniProtKB:Q9Y2X9	F			protein	taxon:9606	20110801	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:17873522	IPI	UniProtKB:Q969H0-1	F			protein	taxon:9606	20111120	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:17873522	IPI	UniProtKB:Q96RU2	F			protein	taxon:9606	20111120	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:21807113	IPI	UniProtKB:Q96EB6	F			protein	taxon:9606	20120708	UniProt		
UniProtKB	P01106	MYC	involved_in	GO:0050789	GO_REF:0000024	ISS	UniProtKB:Q28350	P			protein	taxon:9606	20111118	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:15674325	IPI	UniProtKB:P61244	F			protein	taxon:9606	20210714	UniProt		
UniProtKB	P01106	MYC	enables	GO:0005515	PMID:15674325	IPI	UniProtKB:P25490	F			protein	taxon:9606	20111120	UniProt		
UniProtKB	P01106	MYC	involved_in	GO:0032502	GO_REF:0000024	ISS	UniProtKB:P01108	P			protein	taxon:9606	20091117	UniProt		
UniProtKB	P01106	MYC	involved_in	GO:0032501	GO_REF:0000024	ISS	UniProtKB:P01108	P			protein	taxon:9606	20091117	UniProt		
UniProtKB	P01106	MYC	involved_in	GO:0050789	GO_REF:0000024	ISS	UniProtKB:P01108	P			protein	taxon:9606	20091117	UniProt		
UniProtKB	P17542	TAL1	enables	GO:0050789	GO_REF:0000113	ISA	tfclass:1.2.3	F			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	P17542	TAL1	enables	GO:0006351	GO_REF:0000113	ISA	tfclass:1.2.3	F			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	P17542	TAL1	enables	GO:0005694	GO_REF:0000113	ISA	tfclass:1.2.3	F			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	P17542	TAL1	part_of	GO:0005694	GO_REF:0000113	ISA	tfclass:1.2.3	C			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	P17542	TAL1	enables	GO:0003676	PMID:21873635	IBA	MGI:MGI:97324|MGI:MGI:98480|PANTHER:PTN001015390|UniProtKB:P17542	F			protein	taxon:9606	20200914	GO_Central		
UniProtKB	P17542	TAL1	enables	GO:0050789	PMID:21873635	IBA	MGI:MGI:97324|MGI:MGI:98480|PANTHER:PTN001015390|UniProtKB:Q02575	F			protein	taxon:9606	20170228	GO_Central		
UniProtKB	P17542	TAL1	enables	GO:0006351	PMID:21873635	IBA	MGI:MGI:97324|MGI:MGI:98480|PANTHER:PTN001015390|UniProtKB:Q02575	F			protein	taxon:9606	20170228	GO_Central		
UniProtKB	P17542	TAL1	enables	GO:0005694	PMID:21873635	IBA	MGI:MGI:97324|MGI:MGI:98480|PANTHER:PTN001015390|UniProtKB:Q02575	F			protein	taxon:9606	20170228	GO_Central		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	PMID:21873635	IBA	MGI:MGI:97324|MGI:MGI:98480|PANTHER:PTN001015390|UniProtKB:P17542|UniProtKB:Q02575	P			protein	taxon:9606	20200914	GO_Central		
UniProtKB	P17542	TAL1	enables	GO:0050789	GO_REF:0000002	IEA	InterPro:IPR040238	F			protein	taxon:9606	20220613	InterPro		
UniProtKB	P17542	TAL1	enables	GO:0006351	GO_REF:0000002	IEA	InterPro:IPR040238	F			protein	taxon:9606	20220613	InterPro		
UniProtKB	P17542	TAL1	enables	GO:0005694	GO_REF:0000002	IEA	InterPro:IPR040238	F			protein	taxon:9606	20220613	InterPro		
UniProtKB	P17542	TAL1	enables	GO:0005515	GO_REF:0000002	IEA	InterPro:IPR011598|InterPro:IPR036638	F			protein	taxon:9606	20220613	InterPro		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	GO_REF:0000002	IEA	InterPro:IPR040238	P			protein	taxon:9606	20220613	InterPro		
UniProtKB	P17542	TAL1	enables	GO:0003676	GO_REF:0000043	IEA	UniProtKB-KW:KW-0238	F			protein	taxon:9606	20220613	UniProt		
UniProtKB	P17542	TAL1	located_in	GO:0005634	GO_REF:0000043	IEA	UniProtKB-KW:KW-0539	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	P17542	TAL1	involved_in	GO:0032502	GO_REF:0000043	IEA	UniProtKB-KW:KW-0221	P			protein	taxon:9606	20220613	UniProt		
UniProtKB	P17542	TAL1	enables	GO:0003682	PMID:16763211	IDA		F			protein	taxon:9606	20110926	MGI		
UniProtKB	P17542	TAL1	located_in	GO:0005634	Reactome:R-HSA-8956568	TAS		C			protein	taxon:9606	20170123	Reactome		
UniProtKB	P17542	TAL1	located_in	GO:0005634	Reactome:R-HSA-8956586	TAS		C			protein	taxon:9606	20170123	Reactome		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:19497860	IPI	UniProtKB:O60341-1	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:19497860	IPI	UniProtKB:P15923	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:19497860	IPI	UniProtKB:Q01196	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:19497860	IPI	UniProtKB:Q99081	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:21179004	IPI	UniProtKB:P14921	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:21179004	IPI	UniProtKB:P15923	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:21179004	IPI	UniProtKB:Q01196	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:21179004	IPI	UniProtKB:Q99081	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:25394790	IPI	UniProtKB:P10242	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:7568177	IPI	UniProtKB:P15923	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:7568177	IPI	UniProtKB:P25801	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:9824680	IPI	UniProtKB:P15884	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:9824680	IPI	UniProtKB:P15923	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:9824680	IPI	UniProtKB:Q99081	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P17542	TAL1	enables	GO:0050789	PMID:19497860	IDA		F			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	enables	GO:0006351	PMID:19497860	IDA		F			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	part_of	GO:0005667	PMID:15920471	IDA		C			protein	taxon:9606	20110810	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	PMID:20855495	IDA		P			protein	taxon:9606	20110206	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0065008	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032502	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032501	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0002376	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032502	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032501	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0002376	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032502	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032501	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0002376	PMID:7678994	IEP		P			protein	taxon:9606	20110512	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	PMID:20855495	IDA		P			protein	taxon:9606	20110206	BHF-UCL		
UniProtKB	P17542	TAL1	located_in	GO:0005694	PMID:20855495	IDA		C			protein	taxon:9606	20110205	BHF-UCL		
UniProtKB	P17542	TAL1	located_in	GO:0005634	PMID:19497860	IDA		C			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	enables	GO:0003676	PMID:20855495	IDA		F			protein	taxon:9606	20110205	BHF-UCL	occurs_at(SO:0001158)	
UniProtKB	P17542	TAL1	involved_in	GO:0050789	PMID:20855495	IMP		P			protein	taxon:9606	20110205	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0065008	PMID:1396592	IMP		P			protein	taxon:9606	20110822	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032502	PMID:1396592	IMP		P			protein	taxon:9606	20110822	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032501	PMID:1396592	IMP		P			protein	taxon:9606	20110822	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0002376	PMID:1396592	IMP		P			protein	taxon:9606	20110822	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	PMID:20855495	IMP		P			protein	taxon:9606	20110205	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	PMID:20855495	IMP		P			protein	taxon:9606	20110206	BHF-UCL		
UniProtKB	P17542	TAL1	enables	GO:0003676	GO_REF:0000024	ISS	UniProtKB:P22091	F			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:19497860	IPI	UniProtKB:O60341	F			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032502	GO_REF:0000024	ISS	UniProtKB:P22091	P			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	GO_REF:0000024	ISS	UniProtKB:P22091	P			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:19497860	IPI	UniProtKB:Q16576	F			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032502	GO_REF:0000024	ISS	UniProtKB:P22091	P			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0032501	GO_REF:0000024	ISS	UniProtKB:P22091	P			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0002376	GO_REF:0000024	ISS	UniProtKB:P22091	P			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	GO_REF:0000024	ISS	UniProtKB:P22091	P			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:19497860	IPI	UniProtKB:Q13547	F			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:19497860	IPI	UniProtKB:Q92769	F			protein	taxon:9606	20090825	BHF-UCL		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:15920471	IPI	UniProtKB:Q8IX07	F			protein	taxon:9606	20110810	BHF-UCL		
UniProtKB	P17542	TAL1	located_in	GO:0005634	GO_REF:0000044	IEA	UniProtKB-SubCell:SL-0191	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	P17542	TAL1	located_in	GO:0005634	GO_REF:0000052	IDA		C			protein	taxon:9606	20190905	HPA		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	PMID:20028976	IDA		P			protein	taxon:9606	20101112	UniProt		
UniProtKB	P17542	TAL1	involved_in	GO:0050789	PMID:20028976	IDA		P			protein	taxon:9606	20101112	UniProt		
UniProtKB	P17542	TAL1	enables	GO:0005515	PMID:20028976	IPI	UniProtKB:P62256	F			protein	taxon:9606	20101112	UniProt		
UniProtKB	P17542	TAL1	involved_in	GO:0032502	GO_REF:0000024	ISS	UniProtKB:P22091	P			protein	taxon:9606	20101112	UniProt		
UniProtKB	P17542	TAL1	involved_in	GO:0032501	GO_REF:0000024	ISS	UniProtKB:P22091	P			protein	taxon:9606	20101112	UniProt		
UniProtKB	P17542	TAL1	involved_in	GO:0002376	GO_REF:0000024	ISS	UniProtKB:P22091	P			protein	taxon:9606	20101112	UniProt		
UniProtKB	P19544	WT1	enables	GO:0003676	PMID:23042785	IDA		F			protein	taxon:9606	20211118	ARUK-UCL	has_input(UniProtKB:Q9Y6K1),part_of(GO:0045944)	
UniProtKB	P19544	WT1	enables	GO:0050789	PMID:23042785	IDA		F			protein	taxon:9606	20211118	ARUK-UCL	has_input(UniProtKB:Q9Y6K1)	
UniProtKB	P19544	WT1	enables	GO:0006351	PMID:23042785	IDA		F			protein	taxon:9606	20211118	ARUK-UCL	has_input(UniProtKB:Q9Y6K1)	
UniProtKB	P19544	WT1	enables	GO:0005694	PMID:23042785	IDA		F			protein	taxon:9606	20211118	ARUK-UCL	has_input(UniProtKB:Q9Y6K1)	
UniProtKB	P19544	WT1	involved_in	GO:0050789	PMID:23042785	IDA		P			protein	taxon:9606	20180816	ARUK-UCL	has_input(UniProtKB:Q9Y6K1)	
UniProtKB	P19544	WT1	involved_in	GO:0050789	PMID:23042785	IMP		P			protein	taxon:9606	20180816	ARUK-UCL		
UniProtKB	P19544	WT1	involved_in	GO:0050789	PMID:23042785	IMP		P			protein	taxon:9606	20180816	ARUK-UCL	has_input(UniProtKB:Q9Y6K1)|has_input(UniProtKB:Q9UJW3)	
UniProtKB	P19544	WT1	acts_upstream_of	GO:0050789	PMID:23042785	IMP		P			protein	taxon:9606	20211118	ARUK-UCL	has_input(UniProtKB:P40692),part_of(GO:0000122)|has_input(UniProtKB:P81133),part_of(GO:0000122)|has_input(UniProtKB:P61812),part_of(GO:0000122)|has_input(UniProtKB:P03372)	
UniProtKB	P19544	WT1	acts_upstream_of	GO:0050789	PMID:23042785	IMP		P			protein	taxon:9606	20180816	ARUK-UCL	has_input(UniProtKB:P40692)|has_input(UniProtKB:P81133)|has_input(UniProtKB:P61812)	
UniProtKB	P19544	WT1	enables	GO:0003676	PMID:21873635	IBA	MGI:MGI:1277166|MGI:MGI:1338056|MGI:MGI:1342287|MGI:MGI:1342771|MGI:MGI:1354948|MGI:MGI:2153049|MGI:MGI:2153568|MGI:MGI:2181068|MGI:MGI:95296|MGI:MGI:98372|PANTHER:PTN004619861|RGD:3738|UniProtKB:A0A0G2K5M1|UniProtKB:O75840|UniProtKB:O95600|UniProtKB:P08047|UniProtKB:P11161|UniProtKB:P18146|UniProtKB:P19544|UniProtKB:Q02086|UniProtKB:Q13118|UniProtKB:Q13887|UniProtKB:Q99612|UniProtKB:Q9UIH9|UniProtKB:Q9Y4X4|WB:WBGene00018990	F			protein	taxon:9606	20220415	GO_Central		
UniProtKB	P19544	WT1	enables	GO:0050789	PMID:21873635	IBA	FB:FBgn0000233|MGI:MGI:1277166|MGI:MGI:1306780|MGI:MGI:1333796|MGI:MGI:1333856|MGI:MGI:1338056|MGI:MGI:1342287|MGI:MGI:1342771|MGI:MGI:1354948|MGI:MGI:1927715|MGI:MGI:2153049|MGI:MGI:2153568|MGI:MGI:2181068|MGI:MGI:95295|MGI:MGI:95296|MGI:MGI:98372|MGI:MGI:98968|PANTHER:PTN004619861|RGD:2544|RGD:621445|UniProtKB:A0A0G2K5M1|UniProtKB:O14901|UniProtKB:O43474|UniProtKB:O75840|UniProtKB:O95600|UniProtKB:P08047|UniProtKB:P11161|UniProtKB:P18146|UniProtKB:P19544|UniProtKB:Q02086|UniProtKB:Q05215|UniProtKB:Q13118|UniProtKB:Q13887|UniProtKB:Q99612|UniProtKB:Q9UIH9|UniProtKB:Q9Y4X4|UniProtKB:Q9Y5W3|WB:WBGene00012735|ZFIN:ZDB-GENE-011116-1|ZFIN:ZDB-GENE-021115-9	F			protein	taxon:9606	20211112	GO_Central		
UniProtKB	P19544	WT1	enables	GO:0006351	PMID:21873635	IBA	FB:FBgn0000233|MGI:MGI:1277166|MGI:MGI:1306780|MGI:MGI:1333796|MGI:MGI:1333856|MGI:MGI:1338056|MGI:MGI:1342287|MGI:MGI:1342771|MGI:MGI:1354948|MGI:MGI:1927715|MGI:MGI:2153049|MGI:MGI:2153568|MGI:MGI:2181068|MGI:MGI:95295|MGI:MGI:95296|MGI:MGI:98372|MGI:MGI:98968|PANTHER:PTN004619861|RGD:2544|RGD:621445|UniProtKB:A0A0G2K5M1|UniProtKB:O14901|UniProtKB:O43474|UniProtKB:O75840|UniProtKB:O95600|UniProtKB:P08047|UniProtKB:P11161|UniProtKB:P18146|UniProtKB:P19544|UniProtKB:Q02086|UniProtKB:Q05215|UniProtKB:Q13118|UniProtKB:Q13887|UniProtKB:Q99612|UniProtKB:Q9UIH9|UniProtKB:Q9Y4X4|UniProtKB:Q9Y5W3|WB:WBGene00012735|ZFIN:ZDB-GENE-011116-1|ZFIN:ZDB-GENE-021115-9	F			protein	taxon:9606	20211112	GO_Central		
UniProtKB	P19544	WT1	enables	GO:0005694	PMID:21873635	IBA	FB:FBgn0000233|MGI:MGI:1277166|MGI:MGI:1306780|MGI:MGI:1333796|MGI:MGI:1333856|MGI:MGI:1338056|MGI:MGI:1342287|MGI:MGI:1342771|MGI:MGI:1354948|MGI:MGI:1927715|MGI:MGI:2153049|MGI:MGI:2153568|MGI:MGI:2181068|MGI:MGI:95295|MGI:MGI:95296|MGI:MGI:98372|MGI:MGI:98968|PANTHER:PTN004619861|RGD:2544|RGD:621445|UniProtKB:A0A0G2K5M1|UniProtKB:O14901|UniProtKB:O43474|UniProtKB:O75840|UniProtKB:O95600|UniProtKB:P08047|UniProtKB:P11161|UniProtKB:P18146|UniProtKB:P19544|UniProtKB:Q02086|UniProtKB:Q05215|UniProtKB:Q13118|UniProtKB:Q13887|UniProtKB:Q99612|UniProtKB:Q9UIH9|UniProtKB:Q9Y4X4|UniProtKB:Q9Y5W3|WB:WBGene00012735|ZFIN:ZDB-GENE-011116-1|ZFIN:ZDB-GENE-021115-9	F			protein	taxon:9606	20211112	GO_Central		
UniProtKB	P19544	WT1	involved_in	GO:0050789	PMID:21873635	IBA	MGI:MGI:98968|PANTHER:PTN002756775|UniProtKB:P19544	P			protein	taxon:9606	20200325	GO_Central		
UniProtKB	P19544	WT1	involved_in	GO:0050789	PMID:21873635	IBA	MGI:MGI:98968|PANTHER:PTN002756775|UniProtKB:P19544	P			protein	taxon:9606	20200325	GO_Central		
UniProtKB	P19544	WT1	involved_in	GO:0050789	PMID:21873635	IBA	CGD:CAL0000197117|FB:FBgn0000233|FB:FBgn0043364|FB:FBgn0261434|FB:FBgn0263239|MGI:MGI:1306780|MGI:MGI:1333796|MGI:MGI:1333856|MGI:MGI:1338056|MGI:MGI:1342287|MGI:MGI:1342771|MGI:MGI:1342772|MGI:MGI:1342773|MGI:MGI:1354948|MGI:MGI:1927715|MGI:MGI:2153049|MGI:MGI:2153568|MGI:MGI:2181068|MGI:MGI:3577024|MGI:MGI:95295|MGI:MGI:95296|MGI:MGI:98372|MGI:MGI:98968|PANTHER:PTN004619861|RGD:2544|RGD:2546|RGD:3738|RGD:3974|RGD:621445|RGD:62389|SGD:S000004794|UniProtKB:O14901|UniProtKB:O43474|UniProtKB:O75840|UniProtKB:O95600|UniProtKB:P08047|UniProtKB:P11161|UniProtKB:P18146|UniProtKB:P19544|UniProtKB:Q02086|UniProtKB:Q02446|UniProtKB:Q02447|UniProtKB:Q05215|UniProtKB:Q13118|UniProtKB:Q13887|UniProtKB:Q59U10|UniProtKB:Q7RTV3|UniProtKB:Q8TD94|UniProtKB:Q8TDD2|UniProtKB:Q99612|UniProtKB:Q9UIH9|UniProtKB:Q9Y4X4|UniProtKB:Q9Y5W3|WB:WBGene00012735|WB:WBGene00018990|ZFIN:ZDB-GENE-021115-9	P			protein	taxon:9606	20220415	GO_Central		
UniProtKB	P19544	WT1	enables	GO:0003676	PMID:25258363	IDA		F			protein	taxon:9606	20160725	UniProt		
UniProtKB	P19544	WT1	enables	GO:0043167	PMID:25258363	IDA		F			protein	taxon:9606	20160725	UniProt		
UniProtKB	P19544	WT1	enables	GO:0043167	PMID:15518539	IDA		F			protein	taxon:9606	20090803	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005634	PMID:16934801	IDA		C			protein	taxon:9606	20110616	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005634	PMID:16934801	IDA		C			protein	taxon:9606	20110616	UniProt		
UniProtKB	P19544	WT1	enables	GO:0003676	PMID:25258363	IDA		F			protein	taxon:9606	20160725	UniProt		
UniProtKB	P19544	WT1	enables	GO:0003676	PMID:25258363	IDA		F			protein	taxon:9606	20160725	UniProt		
UniProtKB	P19544	WT1	enables	GO:0005515	PMID:16934801	IPI	UniProtKB:Q9BWF3	F			protein	taxon:9606	20110616	UniProt		
UniProtKB	P19544	WT1	involved_in	GO:0032502	GO_REF:0000024	ISS	UniProtKB:P22561	P			protein	taxon:9606	20110622	UniProt		
UniProtKB	P19544	WT1	involved_in	GO:0032501	GO_REF:0000024	ISS	UniProtKB:P22561	P			protein	taxon:9606	20110622	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005634	GO_REF:0000002	IEA	InterPro:IPR000976	C			protein	taxon:9606	20220613	InterPro		
UniProtKB	P19544	WT1	involved_in	GO:0050789	GO_REF:0000002	IEA	InterPro:IPR000976	P			protein	taxon:9606	20220613	InterPro		
UniProtKB	P19544	WT1	enables	GO:0003676	GO_REF:0000043	IEA	UniProtKB-KW:KW-0238	F			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	enables	GO:0003676	GO_REF:0000043	IEA	UniProtKB-KW:KW-0694	F			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005737	GO_REF:0000043	IEA	UniProtKB-KW:KW-0963	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005634	GO_REF:0000043	IEA	UniProtKB-KW:KW-0539	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	enables	GO:0043167	GO_REF:0000043	IEA	UniProtKB-KW:KW-0479	F			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	acts_upstream_of_or_within	GO:0050789	PMID:7585606	IDA		P			protein	taxon:9606	20080221	MGI		
UniProtKB	P19544	WT1	enables	GO:0005515	PMID:19447967	IPI	UniProtKB:Q92997	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P19544	WT1	enables	GO:0005515	PMID:21900206	IPI	UniProtKB:Q92997	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P19544	WT1	enables	GO:0005515	PMID:25416956	IPI	UniProtKB:P60410	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P19544	WT1	enables	GO:0005515	PMID:25416956	IPI	UniProtKB:Q6A162	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P19544	WT1	enables	GO:0005515	PMID:25601757	IPI	UniProtKB:Q6N021	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P19544	WT1	enables	GO:0005515	PMID:27229929	IPI	UniProtKB:Q92997	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P19544	WT1	enables	GO:0005515	PMID:31515488	IPI	UniProtKB:Q6A162	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	P19544	WT1	involved_in	GO:0032502	GO_REF:0000024	ISS	UniProtKB:P22561	P			protein	taxon:9606	20110618	BHF-UCL		
UniProtKB	P19544	WT1	involved_in	GO:0032501	GO_REF:0000024	ISS	UniProtKB:P22561	P			protein	taxon:9606	20110618	BHF-UCL		
UniProtKB	P19544	WT1	located_in	GO:0005634	GO_REF:0000044	IEA	UniProtKB-SubCell:SL-0186	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005737	GO_REF:0000044	IEA	UniProtKB-SubCell:SL-0086	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005730	GO_REF:0000044	IEA	UniProtKB-SubCell:SL-0188	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005634	GO_REF:0000044	IEA	UniProtKB-SubCell:SL-0191	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005634	GO_REF:0000044	IEA	UniProtKB-SubCell:SL-0190	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	P19544	WT1	located_in	GO:0005737	GO_REF:0000052	IDA		C			protein	taxon:9606	20151016	HPA		
UniProtKB	P19544	WT1	located_in	GO:0005634	GO_REF:0000052	IDA		C			protein	taxon:9606	20151016	HPA		
UniProtKB	P19544	WT1	enables	GO:0003676	PMID:16467207	IDA		F			protein	taxon:9606	20090803	UniProt		
