DB,DB_Object_ID,DB_Object_Symbol,Qualifier,GO_ID,Reference,Evidence_Code,With_Or_From,Aspect,DB_Object_Name,DB_Object_Synonym,DB_Object_Type,Taxon,Date,Assigned_By,Annotation_Extension,Gene_Product_Form_ID
UniProtKB,P01106,MYC,located_in,GO:0000785,PMID:12837246,IMP,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20210108,BHF-UCL,coincident_with(SO:0000167),
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:11793365,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20100827,UniProt,,
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:15358760,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111213,BHF-UCL,,
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:15994933,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20051223,MGI,,
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:18393360,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170712,ComplexPortal,,
UniProtKB,P01106,MYC,located_in,GO:0005634,PMID:8782822,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20161014,ComplexPortal,,
UniProtKB,P01106,MYC,located_in,GO:0005654,GO_REF:0000052,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20151016,HPA,,
UniProtKB,P01106,MYC,located_in,GO:0005654,PMID:17558397,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20100607,UniProt,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-1484099,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-1980067,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-2220985,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-4411357,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-5687083,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-5687113,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-5696914,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20160519,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-6790036,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-8865265,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-8865280,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-8932400,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011975,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011981,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011983,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011984,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9011985,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005654,Reactome:R-HSA-9725332,TAS,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20120120,Reactome,,
UniProtKB,P01106,MYC,located_in,GO:0005730,PMID:17558397,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20100607,UniProt,,
UniProtKB,P01106,MYC,located_in,GO:0005730,PMID:25775507,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20180223,UniProt,,
UniProtKB,P01106,MYC,part_of,GO:0071943,PMID:12553908,IPI,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20150629,ComplexPortal,,
UniProtKB,P01106,MYC,part_of,GO:0090571,PMID:15992821,IPI,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20161014,ComplexPortal,,
UniProtKB,P01106,MYC,part_of,GO:0090571,PMID:18393360,IPI,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170712,ComplexPortal,,
UniProtKB,P01106,MYC,located_in,GO:0000785,GO_REF:0000113,ISA,tfclass:1.2.6,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20190405,NTNU_SB,,
UniProtKB,P01106,MYC,part_of,GO:0032991,PMID:17873522,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20111120,UniProt,,
UniProtKB,P01106,MYC,part_of,GO:0032991,PMID:19160485,IDA,,C,Myc proto-oncogene protein,MYC|BHLHE39,protein,taxon:9606,20170125,CAFA,,
UniProtKB,P17542,TAL1,enables,GO:0000976,GO_REF:0000024,ISS,UniProtKB:P22091,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,enables,GO:0000981,GO_REF:0000113,ISA,tfclass:1.2.3,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20190405,NTNU_SB,,
UniProtKB,P17542,TAL1,enables,GO:0003682,PMID:16763211,IDA,,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110926,MGI,,
UniProtKB,P17542,TAL1,enables,GO:0003700,PMID:19497860,IDA,,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:19497860,IPI,UniProtKB:O60341-1,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:19497860,IPI,UniProtKB:P15923,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:19497860,IPI,UniProtKB:Q01196,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:19497860,IPI,UniProtKB:Q16576,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:19497860,IPI,UniProtKB:Q99081,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:20028976,IPI,UniProtKB:P62256,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20101112,UniProt,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:21179004,IPI,UniProtKB:P14921,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:21179004,IPI,UniProtKB:P15923,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:21179004,IPI,UniProtKB:Q01196,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:21179004,IPI,UniProtKB:Q99081,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:25394790,IPI,UniProtKB:P10242,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:7568177,IPI,UniProtKB:P15923,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:7568177,IPI,UniProtKB:P25801,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:9824680,IPI,UniProtKB:P15884,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:9824680,IPI,UniProtKB:P15923,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0005515,PMID:9824680,IPI,UniProtKB:Q99081,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P17542,TAL1,enables,GO:0019899,PMID:19497860,IPI,UniProtKB:O60341,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,enables,GO:0042826,PMID:19497860,IPI,UniProtKB:Q13547,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,enables,GO:0042826,PMID:19497860,IPI,UniProtKB:Q92769,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,enables,GO:0046983,GO_REF:0000002,IEA,InterPro:IPR011598|InterPro:IPR036638,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20220419,InterPro,,
UniProtKB,P17542,TAL1,enables,GO:0061629,PMID:15920471,IPI,UniProtKB:Q8IX07,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110810,BHF-UCL,,
UniProtKB,P17542,TAL1,enables,GO:0070888,PMID:20855495,IDA,,F,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110205,BHF-UCL,occurs_at(SO:0001158),
UniProtKB,P17542,TAL1,involved_in,GO:0006357,GO_REF:0000024,ISS,UniProtKB:P22091,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0030097,GO_REF:0000024,ISS,UniProtKB:P22091,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0030218,PMID:1396592,IMP,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110822,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0030218,PMID:7678994,IEP,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110512,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0030219,PMID:7678994,IEP,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110512,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0030221,PMID:7678994,IEP,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110512,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0031334,PMID:20855495,IDA,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110206,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0035162,GO_REF:0000024,ISS,UniProtKB:P22091,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20101112,UniProt,,
UniProtKB,P17542,TAL1,involved_in,GO:0045165,GO_REF:0000024,ISS,UniProtKB:P22091,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0045648,GO_REF:0000024,ISS,UniProtKB:P22091,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0045648,PMID:20028976,IDA,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20101112,UniProt,,
UniProtKB,P17542,TAL1,involved_in,GO:0045893,PMID:20028976,IDA,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20101112,UniProt,,
UniProtKB,P17542,TAL1,involved_in,GO:0045931,PMID:20855495,IMP,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110205,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0045944,PMID:20855495,IDA,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110206,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:0051781,PMID:20855495,IMP,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110205,BHF-UCL,,
UniProtKB,P17542,TAL1,involved_in,GO:1905269,PMID:20855495,IMP,,P,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110206,BHF-UCL,,
UniProtKB,P17542,TAL1,located_in,GO:0000785,PMID:20855495,IDA,,C,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110205,BHF-UCL,,
UniProtKB,P17542,TAL1,located_in,GO:0005634,PMID:19497860,IDA,,C,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20090825,BHF-UCL,,
UniProtKB,P17542,TAL1,located_in,GO:0005654,GO_REF:0000052,IDA,,C,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20190905,HPA,,
UniProtKB,P17542,TAL1,located_in,GO:0005654,Reactome:R-HSA-8956568,TAS,,C,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20170123,Reactome,,
UniProtKB,P17542,TAL1,located_in,GO:0005654,Reactome:R-HSA-8956586,TAS,,C,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20170123,Reactome,,
UniProtKB,P17542,TAL1,located_in,GO:0000785,GO_REF:0000113,ISA,tfclass:1.2.3,C,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20190405,NTNU_SB,,
UniProtKB,P17542,TAL1,part_of,GO:0005667,PMID:15920471,IDA,,C,T-cell acute lymphocytic leukemia protein 1,TAL1|BHLHA17|SCL|TCL5,protein,taxon:9606,20110810,BHF-UCL,,
UniProtKB,P19544,WT1,acts_upstream_of,GO:0000122,PMID:23042785,IMP,,P,Wilms tumor protein,WT1,protein,taxon:9606,20180816,ARUK-UCL,has_input(UniProtKB:P40692)|has_input(UniProtKB:P81133)|has_input(UniProtKB:P61812),
UniProtKB,P19544,WT1,acts_upstream_of,GO:1905643,PMID:23042785,IMP,,P,Wilms tumor protein,WT1,protein,taxon:9606,20211118,ARUK-UCL,"has_input(UniProtKB:P40692),part_of(GO:0000122)|has_input(UniProtKB:P81133),part_of(GO:0000122)|has_input(UniProtKB:P61812),part_of(GO:0000122)|has_input(UniProtKB:P03372)",
UniProtKB,P19544,WT1,acts_upstream_of_or_within,GO:0000122,PMID:7585606,IDA,,P,Wilms tumor protein,WT1,protein,taxon:9606,20080221,MGI,,
UniProtKB,P19544,WT1,enables,GO:0000976,PMID:1332065,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20091126,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0000976,PMID:16467207,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20090803,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0000976,PMID:7585606,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20091126,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0000976,PMID:7588596,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20091203,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0000976,PMID:9815658,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20091207,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0000978,PMID:23042785,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20211118,ARUK-UCL,"has_input(UniProtKB:Q9Y6K1),part_of(GO:0045944)",
UniProtKB,P19544,WT1,enables,GO:0001228,GO_REF:0000024,ISS,UniProtKB:P22561,F,Wilms tumor protein,WT1,protein,taxon:9606,20220204,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0001228,PMID:23042785,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20211118,ARUK-UCL,has_input(UniProtKB:Q9Y6K1),
UniProtKB,P19544,WT1,enables,GO:0003700,GO_REF:0000024,ISS,UniProtKB:P22561,F,Wilms tumor protein,WT1,protein,taxon:9606,20140806,UniProt,has_input(UniProtKB:P08046),
UniProtKB,P19544,WT1,enables,GO:0003700,PMID:7862533,NAS,,F,Wilms tumor protein,WT1,protein,taxon:9606,20050308,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0003700,PMID:8393820,NAS,,F,Wilms tumor protein,WT1,protein,taxon:9606,20011004,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0003723,GO_REF:0000043,IEA,UniProtKB-KW:KW-0694,F,Wilms tumor protein,WT1,protein,taxon:9606,20220419,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:14701728,IPI,UniProtKB:P80723,F,Wilms tumor protein,WT1,protein,taxon:9606,20100723,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:16934801,IPI,UniProtKB:Q9BWF3,F,Wilms tumor protein,WT1,protein,taxon:9606,20110616,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:19447967,IPI,UniProtKB:Q92997,F,Wilms tumor protein,WT1,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:21390327,IPI,UniProtKB:P48059,F,Wilms tumor protein,WT1,protein,taxon:9606,20110411,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:21900206,IPI,UniProtKB:Q92997,F,Wilms tumor protein,WT1,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:25416956,IPI,UniProtKB:P60410,F,Wilms tumor protein,WT1,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:25416956,IPI,UniProtKB:Q6A162,F,Wilms tumor protein,WT1,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:25601757,IPI,UniProtKB:Q6N021,F,Wilms tumor protein,WT1,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:27229929,IPI,UniProtKB:Q92997,F,Wilms tumor protein,WT1,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:31515488,IPI,UniProtKB:Q6A162,F,Wilms tumor protein,WT1,protein,taxon:9606,20220423,IntAct,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:7720589,IPI,UniProtKB:P32114,F,Wilms tumor protein,WT1,protein,taxon:9606,20120708,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:8119964,IPI,UniProtKB:P19544,F,Wilms tumor protein,WT1,protein,taxon:9606,20091125,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:9178767,IPI,UniProtKB:Q02962,F,Wilms tumor protein,WT1,protein,taxon:9606,20091204,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:9553041,IPI,UniProtKB:P0DMV8,F,Wilms tumor protein,WT1,protein,taxon:9606,20170221,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0005515,PMID:9553041,IPI,UniProtKB:P0DMV9,F,Wilms tumor protein,WT1,protein,taxon:9606,20170221,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0008270,PMID:15518539,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20090803,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0008270,PMID:25258363,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20160725,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0010385,PMID:25258363,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20160725,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0043565,PMID:1662794,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20091207,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0043565,PMID:25258363,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20160725,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0043565,PMID:7720589,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20091215,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0043565,PMID:8119964,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20091125,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0044729,PMID:25258363,IDA,,F,Wilms tumor protein,WT1,protein,taxon:9606,20160725,UniProt,,
UniProtKB,P19544,WT1,enables,GO:0070742,PMID:8119964,IPI,UniProtKB:P19544,F,Wilms tumor protein,WT1,protein,taxon:9606,20091125,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0001570,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110419,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0001657,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110419,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0001658,PMID:10101119,IGI,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20091203,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0001822,PMID:11912180,IGI,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20091203,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0003156,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110419,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0006355,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110419,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0006355,PMID:7862533,NAS,,P,Wilms tumor protein,WT1,protein,taxon:9606,20050308,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0006355,PMID:8393820,NAS,,P,Wilms tumor protein,WT1,protein,taxon:9606,20011004,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0006357,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110419,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0007281,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110419,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0007356,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110916,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0007507,PMID:10101119,IGI,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20100729,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0007530,PMID:9815658,IDA,,P,Wilms tumor protein,WT1,protein,taxon:9606,20091207,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0008285,PMID:9553041,IDA,,P,Wilms tumor protein,WT1,protein,taxon:9606,20091204,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0008285,PMID:9765217,IDA,,P,Wilms tumor protein,WT1,protein,taxon:9606,20091201,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0008380,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110419,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0008406,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110916,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0008584,PMID:17848411,IEP,,P,Wilms tumor protein,WT1,protein,taxon:9606,20100718,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0009888,GO_REF:0000024,ISS,UniProtKB:P22561,P,Wilms tumor protein,WT1,protein,taxon:9606,20110419,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0010628,PMID:23042785,IMP,,P,Wilms tumor protein,WT1,protein,taxon:9606,20180816,ARUK-UCL,has_input(UniProtKB:Q9Y6K1)|has_input(UniProtKB:Q9UJW3),
UniProtKB,P19544,WT1,involved_in,GO:0030308,PMID:9553041,IDA,,P,Wilms tumor protein,WT1,protein,taxon:9606,20091204,UniProt,,
UniProtKB,P19544,WT1,involved_in,GO:0030308,PMID:9765217,IDA,,P,Wilms tumor protein,WT1,protein,taxon:9606,20091201,UniProt,,
